experiment_id,experiment_run,round,client_id,accuracy
3,2,1,32,0.8433734939759037
3,2,1,29,0.6158940397350994
3,2,1,12,0.5217391304347826
3,2,1,78,0.5652173913043478
3,2,1,31,0.7524752475247525
3,2,1,96,0.6212121212121212
3,2,1,8,0.45930232558139533
3,2,1,30,0.5542168674698795
3,2,1,19,0.5579710144927537
3,2,1,14,0.7837837837837838
3,2,1,36,0.6790123456790124
3,2,1,34,0.2088607594936709
3,2,1,50,0.611764705882353
3,2,1,67,0.6790123456790124
3,2,1,85,0.4392523364485981
3,2,1,0,0.6
3,2,1,56,0.7428571428571429
3,2,1,47,0.7981651376146789
3,2,1,46,0.45535714285714285
3,2,1,44,0.4891304347826087
3,2,1,64,0.5384615384615384
3,2,1,61,0.5208333333333334
3,2,1,49,0.9074074074074074
3,2,1,75,0.4830508474576271
3,2,1,43,0.8333333333333334
3,2,1,6,0.5445544554455446
3,2,1,1,0.6268656716417911
3,2,1,99,0.4701492537313433
3,2,1,17,0.7428571428571429
3,2,1,86,0.4793388429752066
3,2,1,20,0.39285714285714285
3,2,1,90,0.7196969696969697
3,2,1,93,0.7931034482758621
3,2,1,2,0.3006993006993007
3,2,1,77,0.7857142857142857
3,2,1,88,0.3548387096774194
3,2,1,7,0.6538461538461539
3,2,1,24,0.828125
3,2,1,33,0.5377358490566038
3,2,1,54,0.39215686274509803
3,2,1,22,0.46153846153846156
3,2,1,39,0.3387096774193548
3,2,1,35,0.5502645502645502
3,2,1,26,0.5538461538461539
3,2,1,40,0.35507246376811596
3,2,1,3,0.6276595744680851
3,2,1,4,0.6307692307692307
3,2,1,28,0.8415841584158416
3,2,1,74,0.7211538461538461
3,2,1,69,0.7575757575757576
3,2,1,87,0.38461538461538464
3,2,1,13,0.4880952380952381
3,2,1,15,0.8673469387755102
3,2,1,25,0.3333333333333333
3,2,1,23,0.6198347107438017
3,2,1,92,0.45614035087719296
3,2,1,55,0.26506024096385544
3,2,1,91,0.30057803468208094
3,2,1,73,0.8610169491525423
3,2,1,60,0.5686274509803921
3,2,1,62,0.6442307692307693
3,2,1,27,0.5182481751824818
3,2,1,98,0.4019607843137255
3,2,1,10,0.43548387096774194
3,2,1,89,0.7981651376146789
3,2,1,80,0.5985915492957746
3,2,1,65,0.5637583892617449
3,2,1,79,0.44329896907216493
3,2,1,42,0.6944444444444444
3,2,1,66,0.5862068965517241
3,2,1,45,0.6296296296296297
3,2,1,53,0.6187050359712231
3,2,1,68,0.3611111111111111
3,2,1,97,0.5833333333333334
3,2,1,72,0.7488584474885844
3,2,1,9,0.582089552238806
3,2,1,59,0.6650485436893204
3,2,1,95,0.2840909090909091
3,2,1,21,0.6280487804878049
3,2,1,76,0.3620689655172414
3,2,1,94,0.4117647058823529
3,2,1,51,0.5071428571428571
3,2,1,48,0.6837606837606838
3,2,1,71,0.6108108108108108
3,2,1,16,0.6964285714285714
3,2,1,52,0.577639751552795
3,2,1,11,0.4950980392156863
3,2,1,41,0.46808510638297873
3,2,1,84,0.627906976744186
3,2,1,37,0.4166666666666667
3,2,1,57,0.7692307692307693
3,2,1,58,0.5242718446601942
3,2,1,38,0.5535714285714286
3,2,1,5,0.651685393258427
3,2,1,81,0.4930232558139535
3,2,1,83,0.5298507462686567
3,2,1,63,0.43434343434343436
3,2,1,18,0.1523809523809524
3,2,1,82,0.4375
3,2,2,84,0.8255813953488372
3,2,2,33,0.7075471698113207
3,2,2,83,0.7089552238805971
3,2,2,15,0.8061224489795918
3,2,2,54,0.7450980392156863
3,2,2,3,0.7872340425531915
3,2,2,55,0.5060240963855421
3,2,2,69,0.8181818181818182
3,2,2,94,0.803921568627451
3,2,2,45,0.654320987654321
3,2,2,57,0.7230769230769231
3,2,2,4,0.6923076923076923
3,2,2,86,0.8677685950413223
3,2,2,10,0.7473118279569892
3,2,2,99,0.8283582089552238
3,2,2,9,0.7761194029850746
3,2,2,68,0.7777777777777778
3,2,2,62,0.7548076923076923
3,2,2,51,0.6285714285714286
3,2,2,41,0.7021276595744681
3,2,2,74,0.8557692307692307
3,2,2,7,0.7692307692307693
3,2,2,63,0.6262626262626263
3,2,2,39,0.7258064516129032
3,2,2,25,0.6666666666666666
3,2,2,0,0.8
3,2,2,76,0.7413793103448276
3,2,2,24,0.75
3,2,2,48,0.8632478632478633
3,2,2,29,0.695364238410596
3,2,2,59,0.8058252427184466
3,2,2,2,0.6713286713286714
3,2,2,82,0.8125
3,2,2,11,0.8725490196078431
3,2,2,23,0.743801652892562
3,2,2,22,0.7884615384615384
3,2,2,46,0.9017857142857143
3,2,2,50,0.7470588235294118
3,2,2,60,0.7908496732026143
3,2,2,40,0.7681159420289855
3,2,2,20,0.7589285714285714
3,2,2,31,0.6732673267326733
3,2,2,5,0.8651685393258427
3,2,2,17,0.37142857142857144
3,2,2,73,0.6474576271186441
3,2,2,66,0.7816091954022989
3,2,2,16,0.7678571428571429
3,2,2,91,0.8092485549132948
3,2,2,75,0.8898305084745762
3,2,2,43,0.6060606060606061
3,2,2,42,0.5555555555555556
3,2,2,78,0.8012422360248447
3,2,2,8,0.8372093023255814
3,2,2,61,0.8819444444444444
3,2,2,49,0.8703703703703703
3,2,2,70,0.8067226890756303
3,2,2,88,0.8172043010752689
3,2,2,71,0.7567567567567568
3,2,2,64,0.7350427350427351
3,2,2,47,0.7385321100917431
3,2,2,95,0.7613636363636364
3,2,2,81,0.8651162790697674
3,2,2,38,0.8095238095238095
3,2,2,53,0.841726618705036
3,2,2,56,0.7
3,2,2,19,0.7753623188405797
3,2,2,72,0.684931506849315
3,2,2,79,0.8247422680412371
3,2,2,18,0.8857142857142857
3,2,2,27,0.781021897810219
3,2,2,44,0.717391304347826
3,2,2,28,0.8217821782178217
3,2,2,13,0.7738095238095238
3,2,2,89,0.8715596330275229
3,2,2,98,0.75
3,2,2,36,0.8148148148148148
3,2,2,85,0.883177570093458
3,2,2,35,0.7671957671957672
3,2,2,58,0.7475728155339806
3,2,2,30,0.7951807228915663
3,2,2,1,0.9104477611940298
3,2,2,77,0.8285714285714286
3,2,2,80,0.7535211267605634
3,2,2,87,0.7846153846153846
3,2,2,93,0.7758620689655172
3,2,2,14,0.45045045045045046
3,2,2,90,0.75
3,2,2,52,0.7018633540372671
3,2,2,6,0.801980198019802
3,2,2,32,0.8674698795180723
3,2,2,96,0.7121212121212122
3,2,2,92,0.8070175438596491
3,2,2,37,0.6666666666666666
3,2,2,26,0.8
3,2,2,67,0.7777777777777778
3,2,2,12,0.6304347826086957
3,2,2,97,0.7916666666666666
3,2,2,21,0.8536585365853658
3,2,2,34,0.9050632911392406
3,2,2,65,0.6711409395973155
3,2,3,49,0.9444444444444444
3,2,3,6,0.8217821782178217
3,2,3,34,0.689873417721519
3,2,3,43,0.8484848484848485
3,2,3,48,0.8461538461538461
3,2,3,72,0.8356164383561644
3,2,3,96,0.8181818181818182
3,2,3,2,0.7272727272727273
3,2,3,15,0.9081632653061225
3,2,3,47,0.8715596330275229
3,2,3,76,0.6379310344827587
3,2,3,59,0.7815533980582524
3,2,3,58,0.7281553398058253
3,2,3,22,0.8076923076923077
3,2,3,79,0.7628865979381443
3,2,3,7,0.8846153846153846
3,2,3,18,0.7619047619047619
3,2,3,88,0.7634408602150538
3,2,3,66,0.7586206896551724
3,2,3,29,0.7748344370860927
3,2,3,44,0.8152173913043478
3,2,3,45,0.8148148148148148
3,2,3,41,0.6808510638297872
3,2,3,11,0.8529411764705882
3,2,3,20,0.7678571428571429
3,2,3,89,0.908256880733945
3,2,3,38,0.8035714285714286
3,2,3,50,0.7823529411764706
3,2,3,0,0.8333333333333334
3,2,3,30,0.8072289156626506
3,2,3,17,0.8122448979591836
3,2,3,53,0.8633093525179856
3,2,3,81,0.8046511627906977
3,2,3,36,0.8765432098765432
3,2,3,42,0.6944444444444444
3,2,3,77,0.8571428571428571
3,2,3,87,0.6615384615384615
3,2,3,23,0.8760330578512396
3,2,3,51,0.7642857142857142
3,2,3,3,0.8723404255319149
3,2,3,21,0.7865853658536586
3,2,3,71,0.7837837837837838
3,2,3,54,0.7581699346405228
3,2,3,14,0.7927927927927928
3,2,3,28,0.9108910891089109
3,2,3,67,0.8148148148148148
3,2,3,98,0.7745098039215687
3,2,3,31,0.900990099009901
3,2,3,78,0.7701863354037267
3,2,3,90,0.8712121212121212
3,2,3,84,0.8953488372093024
3,2,3,64,0.8717948717948718
3,2,3,24,0.875
3,2,3,55,0.6265060240963856
3,2,3,73,0.8745762711864407
3,2,3,68,0.8055555555555556
3,2,3,40,0.7318840579710145
3,2,3,32,0.8795180722891566
3,2,3,1,0.9552238805970149
3,2,3,69,0.8484848484848485
3,2,3,56,0.8285714285714286
3,2,3,83,0.7910447761194029
3,2,3,61,0.9097222222222222
3,2,3,10,0.8279569892473119
3,2,3,35,0.7407407407407407
3,2,3,91,0.7341040462427746
3,2,3,9,0.8059701492537313
3,2,3,63,0.7171717171717171
3,2,3,19,0.8260869565217391
3,2,3,52,0.7577639751552795
3,2,3,46,0.8303571428571429
3,2,3,99,0.7388059701492538
3,2,3,70,0.7647058823529411
3,2,3,60,0.8300653594771242
3,2,3,16,0.8571428571428571
3,2,3,13,0.7023809523809523
3,2,3,95,0.6818181818181818
3,2,3,92,0.7719298245614035
3,2,3,62,0.8269230769230769
3,2,3,39,0.7016129032258065
3,2,3,85,0.8177570093457944
3,2,3,27,0.8175182481751825
3,2,3,80,0.8098591549295775
3,2,3,4,0.8307692307692308
3,2,3,74,0.9134615384615384
3,2,3,93,0.8879310344827587
3,2,3,97,0.7638888888888888
3,2,3,57,0.8769230769230769
3,2,3,12,0.7391304347826086
3,2,3,82,0.7355769230769231
3,2,3,37,0.6904761904761905
3,2,3,8,0.7558139534883721
3,2,3,33,0.8867924528301887
3,2,3,94,0.803921568627451
3,2,3,75,0.8305084745762712
3,2,3,65,0.785234899328859
3,2,3,86,0.8264462809917356
3,2,3,5,0.8202247191011236
3,2,3,26,0.7846153846153846
3,2,4,2,0.8391608391608392
3,2,4,6,0.8712871287128713
3,2,4,7,0.8846153846153846
3,2,4,99,0.8507462686567164
3,2,4,42,0.7222222222222222
3,2,4,9,0.8656716417910447
3,2,4,30,0.9036144578313253
3,2,4,40,0.8333333333333334
3,2,4,98,0.8333333333333334
3,2,4,96,0.7878787878787878
3,2,4,69,0.8636363636363636
3,2,4,12,0.7608695652173914
3,2,4,44,0.8260869565217391
3,2,4,21,0.9024390243902439
3,2,4,5,0.898876404494382
3,2,4,58,0.8252427184466019
3,2,4,48,0.8931623931623932
3,2,4,83,0.7761194029850746
3,2,4,81,0.9209302325581395
