experiment_id,experiment_run,round,global_accuracy
3,2,0,0.1
3,2,1,0.5716
3,2,2,0.7601
3,2,3,0.8034
3,2,4,0.8544
3,2,5,0.8727
3,2,6,0.8822
3,2,7,0.887
3,2,8,0.8918
3,2,9,0.8938
3,2,10,0.8966
