experiment_id,experiment_run,round,global_accuracy
1,4,0,0.1
1,4,1,0.1
1,4,2,0.2161
1,4,3,0.306
1,4,4,0.4201
1,4,5,0.4674
1,4,6,0.5014
1,4,7,0.5239
1,4,8,0.535
1,4,9,0.5553
1,4,10,0.5688
