experiment_id,experiment_run,round,global_accuracy
1,3,0,0.1
1,3,1,0.3338
1,3,2,0.8828
1,3,3,0.903
1,3,4,0.9116
1,3,5,0.9138
1,3,6,0.9182
1,3,7,0.9181
1,3,8,0.9215
1,3,9,0.92
1,3,10,0.9229
