experiment_id,experiment_run,round,global_accuracy
2,1,0,0.0993
2,1,1,0.6332
2,1,2,0.2051
2,1,3,0.3568
2,1,4,0.6918
2,1,5,0.806
2,1,6,0.8229
2,1,7,0.8181
2,1,8,0.8326
2,1,9,0.839
2,1,10,0.8614
