experiment_id,experiment_run,round,client_id,accuracy
2,1,1,6,0.6027027027027027
2,1,1,4,0.6343612334801763
2,1,1,9,0.7349926793557833
2,1,1,18,0.5855855855855856
2,1,1,23,0.8166666666666667
2,1,1,0,0.6591337099811676
2,1,1,21,0.2777777777777778
2,1,1,13,0.5147540983606558
2,1,1,1,0.8123324396782842
2,1,1,2,0.6166666666666667
2,1,1,20,0.65625
2,1,1,7,0.6761904761904762
2,1,1,17,0.26857142857142857
2,1,1,11,0.7649572649572649
2,1,1,3,0.6782786885245902
2,1,1,14,0.6137624861265261
2,1,1,19,0.7763157894736842
2,1,1,16,0.5298804780876494
2,1,1,22,0.7988980716253443
2,1,1,24,0.8278008298755186
2,1,1,15,0.3083832335329341
2,1,1,8,0.6545454545454545
2,1,1,5,0.4424083769633508
2,1,1,10,0.7613019891500904
2,1,1,12,0.5108695652173914
2,1,2,14,0.08546059933407325
2,1,2,21,0.020833333333333332
2,1,2,3,0.21106557377049182
2,1,2,17,0.02
2,1,2,11,0.13034188034188035
2,1,2,12,0.12318840579710146
2,1,2,8,0.18181818181818182
2,1,2,23,0.08333333333333333
2,1,2,15,0.1377245508982036
2,1,2,4,0.06387665198237885
2,1,2,2,0.0
2,1,2,18,0.0990990990990991
2,1,2,19,0.03289473684210526
2,1,2,5,0.12827225130890052
2,1,2,24,0.31742738589211617
2,1,2,6,0.13783783783783785
2,1,2,0,0.3069679849340866
2,1,2,7,0.01904761904761905
2,1,2,22,0.8567493112947658
2,1,2,9,0.33382137628111275
2,1,2,10,0.40958408679927666
2,1,2,13,0.08524590163934426
2,1,2,16,0.06772908366533864
2,1,2,20,0.453125
2,1,2,1,0.30563002680965146
2,1,3,1,0.450402144772118
2,1,3,15,0.5538922155688623
2,1,3,4,0.16740088105726872
2,1,3,8,0.38181818181818183
2,1,3,22,0.6446280991735537
2,1,3,13,0.14098360655737704
2,1,3,20,0.59375
2,1,3,10,0.5470162748643761
2,1,3,11,0.2841880341880342
2,1,3,9,0.33821376281112736
2,1,3,24,0.3029045643153527
2,1,3,18,0.27927927927927926
2,1,3,21,0.375
2,1,3,3,0.3073770491803279
2,1,3,0,0.6271186440677966
2,1,3,17,0.5114285714285715
2,1,3,5,0.24345549738219896
2,1,3,7,0.16666666666666666
2,1,3,12,0.20652173913043478
2,1,3,14,0.30965593784683687
2,1,3,19,0.17105263157894737
2,1,3,6,0.20540540540540542
2,1,3,2,0.11666666666666667
2,1,3,16,0.2749003984063745
2,1,3,23,0.2833333333333333
2,1,4,21,0.4930555555555556
2,1,4,19,0.6677631578947368
2,1,4,10,0.7730560578661845
2,1,4,9,0.7525622254758418
2,1,4,11,0.7243589743589743
2,1,4,1,0.6890080428954424
2,1,4,18,0.6126126126126126
2,1,4,8,0.7454545454545455
2,1,4,24,0.7302904564315352
2,1,4,6,0.581081081081081
2,1,4,17,0.5285714285714286
2,1,4,7,0.5333333333333333
2,1,4,0,0.8342749529190208
2,1,4,20,0.7708333333333334
2,1,4,16,0.549800796812749
2,1,4,2,0.6666666666666666
2,1,4,14,0.7658157602663707
2,1,4,3,0.7909836065573771
2,1,4,5,0.6178010471204188
2,1,4,12,0.5652173913043478
2,1,4,23,0.49166666666666664
2,1,4,22,0.9669421487603306
2,1,4,13,0.6754098360655738
2,1,4,4,0.5770925110132159
2,1,4,15,0.6197604790419161
2,1,5,19,0.7894736842105263
2,1,5,5,0.743455497382199
2,1,5,17,0.74
2,1,5,8,0.8
2,1,5,24,0.8651452282157677
2,1,5,3,0.8504098360655737
2,1,5,2,0.775
2,1,5,22,0.9641873278236914
2,1,5,16,0.7211155378486056
2,1,5,12,0.7391304347826086
2,1,5,7,0.7857142857142857
2,1,5,18,0.7387387387387387
2,1,5,9,0.8125915080527086
2,1,5,21,0.6875
2,1,5,0,0.8926553672316384
2,1,5,23,0.65
2,1,5,4,0.775330396475771
2,1,5,11,0.8568376068376068
2,1,5,13,0.7918032786885246
2,1,5,20,0.8333333333333334
2,1,5,15,0.7694610778443114
2,1,5,1,0.7962466487935657
2,1,5,14,0.802441731409545
2,1,5,6,0.7486486486486487
2,1,5,10,0.8381555153707052
2,1,6,2,0.7833333333333333
2,1,6,21,0.7152777777777778
2,1,6,22,0.9559228650137741
2,1,6,12,0.7644927536231884
2,1,6,13,0.8114754098360656
2,1,6,6,0.8108108108108109
2,1,6,8,0.8181818181818182
2,1,6,19,0.8223684210526315
2,1,6,10,0.8707052441229657
2,1,6,9,0.8418740849194729
2,1,6,7,0.8095238095238095
2,1,6,11,0.8952991452991453
2,1,6,18,0.7297297297297297
2,1,6,20,0.8802083333333334
2,1,6,14,0.8512763596004439
2,1,6,15,0.7559880239520959
2,1,6,0,0.879472693032015
2,1,6,17,0.7485714285714286
2,1,6,16,0.8007968127490039
2,1,6,24,0.8692946058091287
2,1,6,23,0.6833333333333333
2,1,6,4,0.8061674008810573
2,1,6,5,0.7513089005235603
2,1,6,1,0.8016085790884718
2,1,6,3,0.8831967213114754
2,1,7,6,0.7648648648648648
2,1,7,22,0.9366391184573003
2,1,7,18,0.8108108108108109
2,1,7,16,0.7131474103585658
2,1,7,19,0.8026315789473685
2,1,7,8,0.8545454545454545
2,1,7,24,0.8609958506224067
2,1,7,2,0.7583333333333333
2,1,7,10,0.8851717902350814
2,1,7,4,0.7731277533039648
2,1,7,23,0.7916666666666666
2,1,7,12,0.7463768115942029
2,1,7,20,0.84375
2,1,7,1,0.871313672922252
2,1,7,14,0.8246392896781354
2,1,7,7,0.7523809523809524
2,1,7,11,0.8611111111111112
2,1,7,21,0.6666666666666666
2,1,7,0,0.911487758945386
2,1,7,3,0.8586065573770492
2,1,7,15,0.7619760479041916
2,1,7,5,0.7277486910994765
2,1,7,9,0.8330893118594437
2,1,7,17,0.7057142857142857
2,1,7,13,0.7934426229508197
2,1,8,17,0.7485714285714286
2,1,8,10,0.8969258589511754
2,1,8,3,0.8913934426229508
2,1,8,0,0.8983050847457628
2,1,8,15,0.7485029940119761
2,1,8,4,0.7841409691629956
2,1,8,24,0.8630705394190872
2,1,8,14,0.8568257491675916
2,1,8,6,0.8027027027027027
2,1,8,23,0.775
2,1,8,20,0.859375
2,1,8,11,0.8888888888888888
2,1,8,13,0.8245901639344262
2,1,8,7,0.7714285714285715
2,1,8,1,0.8498659517426274
2,1,8,9,0.8653001464128843
2,1,8,21,0.6944444444444444
2,1,8,19,0.8223684210526315
2,1,8,2,0.7916666666666666
2,1,8,12,0.7862318840579711
2,1,8,16,0.7609561752988048
2,1,8,18,0.7927927927927928
2,1,8,5,0.7643979057591623
2,1,8,8,0.8545454545454545
2,1,8,22,0.931129476584022
2,1,9,17,0.7285714285714285
2,1,9,10,0.9086799276672695
2,1,9,5,0.774869109947644
2,1,9,16,0.7609561752988048
2,1,9,7,0.7761904761904762
2,1,9,9,0.890190336749634
2,1,9,23,0.8
2,1,9,3,0.9016393442622951
2,1,9,1,0.8873994638069705
2,1,9,8,0.8727272727272727
2,1,9,14,0.8623751387347391
2,1,9,24,0.8838174273858921
2,1,9,2,0.8
2,1,9,11,0.8910256410256411
2,1,9,21,0.7152777777777778
2,1,9,13,0.8163934426229508
2,1,9,6,0.8027027027027027
2,1,9,22,0.9338842975206612
2,1,9,18,0.8198198198198198
2,1,9,20,0.8541666666666666
2,1,9,4,0.8061674008810573
2,1,9,0,0.9077212806026366
2,1,9,19,0.8355263157894737
2,1,9,12,0.7681159420289855
2,1,9,15,0.7649700598802395
2,1,10,19,0.8585526315789473
2,1,10,4,0.8348017621145375
2,1,10,10,0.8924050632911392
2,1,10,8,0.8727272727272727
2,1,10,2,0.8833333333333333
2,1,10,21,0.7777777777777778
2,1,10,16,0.8087649402390438
2,1,10,5,0.8481675392670157
2,1,10,14,0.8879023307436182
2,1,10,0,0.8907721280602636
2,1,10,3,0.9262295081967213
2,1,10,24,0.9232365145228216
2,1,10,12,0.8152173913043478
2,1,10,11,0.9316239316239316
2,1,10,15,0.7889221556886228
2,1,10,20,0.8645833333333334
2,1,10,9,0.8857979502196194
2,1,10,6,0.8216216216216217
2,1,10,1,0.8659517426273459
2,1,10,17,0.7657142857142857
2,1,10,13,0.8967213114754098
2,1,10,7,0.8476190476190476
2,1,10,18,0.7837837837837838
2,1,10,22,0.9559228650137741
2,1,10,23,0.7666666666666667
