experiment_id,experiment_run,round,global_accuracy
1,4,0,0.092
1,4,1,0.7893
1,4,2,0.7611
1,4,3,0.867
1,4,4,0.8963
1,4,5,0.9074
1,4,6,0.9128
1,4,7,0.9153
1,4,8,0.918
1,4,9,0.9215
1,4,10,0.9246
