experiment_id,experiment_run,round,global_accuracy
4,4,0,0.1
4,4,1,0.6519
4,4,2,0.7996
4,4,3,0.8418
4,4,4,0.8587
4,4,5,0.8673
4,4,6,0.878
4,4,7,0.8836
4,4,8,0.8875
4,4,9,0.8924
4,4,10,0.8967
4,4,11,0.8978
4,4,12,0.9014
4,4,13,0.903
4,4,14,0.9035
4,4,15,0.9056
4,4,16,0.9075
4,4,17,0.9069
4,4,18,0.9091
4,4,19,0.9089
4,4,20,0.9105
