experiment_id,experiment_run,round,global_accuracy
1,1,0,0.0971
1,1,1,0.6324
1,1,2,0.1152
1,1,3,0.5366
1,1,4,0.7876
1,1,5,0.822
1,1,6,0.8403
1,1,7,0.8329
1,1,8,0.8522
1,1,9,0.8631
1,1,10,0.8567
