experiment_id,experiment_run,round,global_accuracy
2,0,0,0.1
2,0,1,0.1075
2,0,2,0.1798
2,0,3,0.2149
2,0,4,0.2422
2,0,5,0.2787
2,0,6,0.3141
2,0,7,0.3338
2,0,8,0.3415
2,0,9,0.3411
2,0,10,0.3577
