experiment_id,experiment_run,round,global_accuracy
1,2,0,0.0978
1,2,1,0.7468
1,2,2,0.5632
1,2,3,0.8113
1,2,4,0.8745
1,2,5,0.8828
1,2,6,0.8896
1,2,7,0.8997
1,2,8,0.8993
1,2,9,0.8991
1,2,10,0.9091
