experiment_id,experiment_run,round,global_accuracy
2,0,0,0.1102
2,0,1,0.5028
2,0,2,0.1472
2,0,3,0.2285
2,0,4,0.435
2,0,5,0.51
2,0,6,0.5764
2,0,7,0.6478
2,0,8,0.6436
2,0,9,0.6377
2,0,10,0.6681
