experiment_id,experiment_run,round,client_id,kl_divergence
2,2,1,22,4.1781816482543945
2,2,1,10,3.6318845748901367
2,2,1,3,3.326491355895996
2,2,1,5,2.5894060134887695
2,2,1,11,3.5670199394226074
2,2,1,24,2.781146764755249
2,2,1,9,3.0484371185302734
2,2,1,16,3.2913146018981934
2,2,1,14,3.300405263900757
2,2,1,23,3.680457353591919
2,2,1,4,2.7016656398773193
2,2,1,6,2.8174803256988525
2,2,1,13,3.0719363689422607
2,2,1,12,2.5334320068359375
2,2,1,1,3.4550676345825195
2,2,1,15,2.771347761154175
2,2,1,2,4.25984001159668
2,2,1,18,2.2443809509277344
2,2,1,7,1.9735785722732544
2,2,1,19,2.6039788722991943
2,2,1,20,3.0673837661743164
2,2,1,0,2.8675687313079834
2,2,1,17,2.8384270668029785
2,2,1,21,3.057274103164673
2,2,1,8,2.695918560028076
2,2,2,19,3.2932615280151367
2,2,2,2,3.7886857986450195
2,2,2,10,4.649493217468262
2,2,2,15,3.177014112472534
2,2,2,18,2.6526360511779785
2,2,2,17,2.8647208213806152
2,2,2,21,3.3202948570251465
2,2,2,9,3.4207186698913574
2,2,2,7,2.0821053981781006
2,2,2,4,2.924361228942871
2,2,2,1,2.4772353172302246
2,2,2,12,2.7249224185943604
2,2,2,5,2.6704506874084473
2,2,2,3,2.8460798263549805
2,2,2,11,2.949434995651245
2,2,2,8,2.2753069400787354
2,2,2,14,3.226686716079712
2,2,2,22,3.6201987266540527
2,2,2,6,3.415954828262329
2,2,2,13,3.150658369064331
2,2,2,20,4.205944061279297
2,2,2,16,4.755934238433838
2,2,2,24,3.5190320014953613
2,2,2,23,3.2129945755004883
2,2,2,0,3.1653926372528076
2,2,3,14,1.4853723049163818
2,2,3,17,1.4118149280548096
2,2,3,5,1.5802268981933594
2,2,3,19,1.9643937349319458
2,2,3,7,1.3106471300125122
2,2,3,15,1.7585680484771729
2,2,3,23,1.9063515663146973
2,2,3,11,1.7190624475479126
2,2,3,9,1.5048789978027344
2,2,3,22,1.9462924003601074
2,2,3,8,1.6578381061553955
2,2,3,2,1.6222028732299805
2,2,3,3,1.6752917766571045
2,2,3,13,1.4874578714370728
2,2,3,21,1.6522552967071533
2,2,3,4,2.023625373840332
2,2,3,18,1.1103198528289795
2,2,3,12,1.402284026145935
2,2,3,10,2.648169755935669
2,2,3,24,2.704800844192505
2,2,3,16,2.1497137546539307
2,2,3,20,2.293074607849121
2,2,3,1,1.6783913373947144
2,2,3,0,2.5181705951690674
2,2,3,6,2.456883430480957
2,2,4,22,0.4747001528739929
2,2,4,8,0.721086323261261
2,2,4,3,0.5673201084136963
2,2,4,6,0.8292379379272461
2,2,4,13,0.3424515426158905
2,2,4,2,0.28665074706077576
2,2,4,0,0.5604471564292908
2,2,4,15,0.6067080497741699
2,2,4,9,0.48465266823768616
2,2,4,21,0.6795237064361572
2,2,4,1,0.5009391903877258
2,2,4,5,0.5736503601074219
2,2,4,19,0.790898859500885
2,2,4,17,0.5357774496078491
2,2,4,16,0.44432592391967773
2,2,4,24,0.8078675866127014
2,2,4,10,0.8308236598968506
2,2,4,4,0.6836255192756653
2,2,4,11,0.5727806091308594
2,2,4,18,0.4249541461467743
2,2,4,23,0.7997622489929199
2,2,4,14,0.8008146286010742
2,2,4,12,0.7843173742294312
2,2,4,7,0.47709712386131287
2,2,4,20,0.4286530315876007
2,2,5,20,0.193256676197052
2,2,5,16,0.2332904189825058
2,2,5,22,0.33877474069595337
2,2,5,24,0.28645193576812744
2,2,5,5,0.2741009593009949
2,2,5,6,0.41989073157310486
2,2,5,21,0.34637171030044556
2,2,5,15,0.21021153032779694
2,2,5,7,0.3494822680950165
2,2,5,23,0.5310999751091003
2,2,5,8,0.3837912976741791
2,2,5,10,0.5139127969741821
2,2,5,17,0.3366684913635254
2,2,5,11,0.4035434126853943
2,2,5,18,0.2831355929374695
2,2,5,14,0.5493105053901672
2,2,5,3,0.41220563650131226
2,2,5,19,0.47452810406684875
2,2,5,13,0.32657337188720703
2,2,5,12,0.4171585440635681
2,2,5,0,0.24969583749771118
2,2,5,9,0.2614707052707672
2,2,5,1,0.21804440021514893
2,2,5,2,0.23855730891227722
2,2,5,4,0.3207859992980957
2,2,6,18,0.18103326857089996
2,2,6,3,0.35318347811698914
2,2,6,1,0.19639192521572113
2,2,6,7,0.33741357922554016
2,2,6,9,0.20214928686618805
2,2,6,13,0.18916136026382446
2,2,6,10,0.30001235008239746
2,2,6,8,0.35711705684661865
2,2,6,15,0.2767208218574524
2,2,6,16,0.18367676436901093
2,2,6,19,0.37236642837524414
2,2,6,22,0.28905367851257324
2,2,6,20,0.1324620246887207
2,2,6,4,0.22727134823799133
2,2,6,14,0.346699059009552
2,2,6,11,0.3784090280532837
2,2,6,21,0.27121561765670776
2,2,6,0,0.21496769785881042
2,2,6,6,0.4070098400115967
