experiment_id,experiment_run,round,client_id,mmd
1,4,1,3,0.6675312519073486
1,4,1,9,0.7015310525894165
1,4,1,5,0.6799147129058838
1,4,1,1,0.6707859039306641
1,4,1,4,0.7122178077697754
1,4,1,6,0.6610708236694336
1,4,1,8,0.7266820669174194
1,4,1,0,0.7186472415924072
1,4,1,2,0.7554267644882202
1,4,1,7,0.7049902677536011
1,4,2,6,0.18110942840576172
1,4,2,3,0.21889925003051758
1,4,2,7,0.20979559421539307
1,4,2,9,0.21244847774505615
1,4,2,2,0.1726372241973877
1,4,2,1,0.1678173542022705
1,4,2,4,0.22946691513061523
1,4,2,8,0.1851508617401123
1,4,2,5,0.2476269006729126
1,4,2,0,0.24138116836547852
1,4,3,5,0.08759379386901855
1,4,3,0,0.09865474700927734
1,4,3,2,0.08220040798187256
1,4,3,3,0.08550310134887695
1,4,3,6,0.06925463676452637
1,4,3,8,0.10587060451507568
1,4,3,4,0.09560108184814453
1,4,3,7,0.06158161163330078
1,4,3,9,0.11845266819000244
1,4,3,1,0.08478248119354248
1,4,4,3,0.03547656536102295
1,4,4,2,0.06435883045196533
1,4,4,0,0.04480445384979248
1,4,4,6,0.04628336429595947
1,4,4,9,0.056668996810913086
1,4,4,4,0.04234051704406738
1,4,4,1,0.03526449203491211
1,4,4,7,0.03952586650848389
1,4,4,8,0.05907130241394043
1,4,4,5,0.042203426361083984
1,4,5,0,0.1014404296875
1,4,5,5,0.04849517345428467
1,4,5,4,0.05386614799499512
1,4,5,8,0.05600273609161377
1,4,5,2,0.04620945453643799
1,4,5,1,0.04964470863342285
1,4,5,9,0.04225635528564453
1,4,5,6,0.042510390281677246
1,4,5,7,0.036067843437194824
1,4,5,3,0.046588897705078125
1,4,6,2,0.0587691068649292
1,4,6,6,0.03167760372161865
1,4,6,5,0.02935802936553955
1,4,6,7,0.04117107391357422
1,4,6,8,0.04159557819366455
1,4,6,3,0.03897213935852051
1,4,6,4,0.03638482093811035
1,4,6,1,0.036763668060302734
1,4,6,0,0.05147147178649902
1,4,6,9,0.045262813568115234
1,4,7,6,0.03229176998138428
1,4,7,8,0.05487668514251709
1,4,7,2,0.026390790939331055
1,4,7,4,0.0263669490814209
1,4,7,9,0.030998706817626953
1,4,7,3,0.029915809631347656
1,4,7,0,0.03829944133758545
1,4,7,1,0.03185677528381348
1,4,7,7,0.04155123233795166
1,4,7,5,0.027413487434387207
1,4,8,0,0.02260899543762207
1,4,8,2,0.02640700340270996
1,4,8,8,0.021391868591308594
1,4,8,6,0.029349923133850098
1,4,8,7,0.02673327922821045
1,4,8,3,0.026305675506591797
1,4,8,5,0.02227914333343506
1,4,8,9,0.02342379093170166
1,4,8,1,0.023970723152160645
1,4,8,4,0.020176410675048828
1,4,9,6,0.029237985610961914
1,4,9,8,0.013822436332702637
1,4,9,0,0.022478222846984863
1,4,9,2,0.021840214729309082
1,4,9,3,0.020580291748046875
1,4,9,9,0.01509106159210205
1,4,9,1,0.020968914031982422
1,4,9,4,0.021681904792785645
1,4,9,5,0.015224099159240723
1,4,9,7,0.02077615261077881
1,4,10,8,0.015251517295837402
1,4,10,4,0.03212940692901611
1,4,10,7,0.016805291175842285
1,4,10,0,0.028397083282470703
1,4,10,5,0.017437458038330078
1,4,10,9,0.02576124668121338
1,4,10,1,0.01589798927307129
1,4,10,6,0.02337813377380371
1,4,10,2,0.02415931224822998
1,4,10,3,0.021589040756225586
