experiment_id,experiment_run,round,global_accuracy
1,4,0,0.1
1,4,1,0.1926
1,4,2,0.3351
1,4,3,0.4277
1,4,4,0.4629
1,4,5,0.4919
1,4,6,0.5163
1,4,7,0.5292
1,4,8,0.5491
1,4,9,0.5703
1,4,10,0.5747
