experiment_id,experiment_run,round,client_id,kl_divergence
1,0,1,1,2.5204620361328125
1,0,1,3,1.9468498229980469
1,0,1,9,1.5077213048934937
1,0,1,8,3.662574291229248
1,0,1,0,10.756868362426758
1,0,1,6,1.6063493490219116
1,0,1,2,2.374537229537964
1,0,1,4,4.702390670776367
1,0,1,5,4.195230960845947
1,0,1,7,3.060698986053467
1,0,2,4,4.212828159332275
1,0,2,8,3.1289191246032715
1,0,2,2,2.1380231380462646
1,0,2,9,1.1312932968139648
1,0,2,7,2.525982141494751
1,0,2,0,7.2324724197387695
1,0,2,3,1.8440784215927124
1,0,2,1,2.260394811630249
1,0,2,5,2.9303770065307617
1,0,2,6,2.033407688140869
1,0,3,5,3.1569738388061523
1,0,3,7,3.268667459487915
1,0,3,8,2.412709951400757
1,0,3,1,1.9259072542190552
1,0,3,4,4.264194488525391
1,0,3,0,4.535194396972656
1,0,3,9,1.9025979042053223
1,0,3,2,2.1413116455078125
1,0,3,3,2.2298645973205566
1,0,3,6,2.2494969367980957
1,0,4,4,4.7075910568237305
1,0,4,6,2.3719570636749268
1,0,4,9,1.9071019887924194
1,0,4,3,1.4952257871627808
1,0,4,7,2.879749298095703
1,0,4,0,3.630872964859009
1,0,4,5,2.676090717315674
1,0,4,1,2.066161870956421
1,0,4,8,1.6678352355957031
1,0,4,2,2.5054168701171875
1,0,5,9,1.893755555152893
1,0,5,3,1.7318812608718872
1,0,5,6,2.528616189956665
1,0,5,7,2.595933437347412
1,0,5,4,5.079015254974365
1,0,5,8,1.5096850395202637
1,0,5,2,2.3609769344329834
1,0,5,5,2.0044753551483154
1,0,5,0,3.9465248584747314
1,0,5,1,2.158719539642334
1,0,6,7,2.6605536937713623
1,0,6,9,2.118922710418701
1,0,6,6,2.196589231491089
1,0,6,2,2.700566053390503
1,0,6,4,4.084470748901367
1,0,6,1,2.34131121635437
1,0,6,5,2.1910390853881836
1,0,6,8,1.3916960954666138
1,0,6,0,3.4397857189178467
1,0,7,3,2.003709077835083
1,0,7,4,5.86945915222168
1,0,7,0,3.8574209213256836
1,0,7,1,2.5765936374664307
1,0,7,5,3.162675142288208
1,0,7,2,2.9508540630340576
1,0,7,7,2.4268243312835693
1,0,7,9,2.152714252471924
1,0,7,8,0.9948944449424744
1,0,7,6,2.082504987716675
1,0,8,5,2.953742742538452
1,0,8,2,2.9976401329040527
1,0,8,1,3.029029369354248
1,0,8,4,4.94596529006958
1,0,8,7,2.5147695541381836
1,0,8,0,4.524712562561035
1,0,8,6,2.513260841369629
1,0,8,8,1.2641160488128662
1,0,8,9,1.8412538766860962
1,0,8,3,2.02071213722229
1,0,9,1,2.8058338165283203
1,0,9,3,2.1135201454162598
1,0,9,5,3.006876230239868
1,0,9,4,4.781703472137451
1,0,9,7,2.573277235031128
1,0,9,8,1.20780348777771
1,0,9,2,3.354689836502075
1,0,9,6,2.1160573959350586
1,0,9,0,4.710745811462402
1,0,9,9,2.1289467811584473
1,0,10,3,1.2383577823638916
1,0,10,9,2.2729744911193848
1,0,10,6,2.3754868507385254
1,0,10,4,4.817446231842041
1,0,10,1,2.634406566619873
1,0,10,8,1.4251357316970825
1,0,10,2,2.8841257095336914
1,0,10,0,4.870891571044922
1,0,10,5,2.9261436462402344
1,0,10,7,2.5494496822357178
