experiment_id,experiment_run,round,global_accuracy
1,0,0,0.0992
1,0,1,0.131
1,0,2,0.1994
1,0,3,0.2688
1,0,4,0.3203
1,0,5,0.3405
1,0,6,0.3582
1,0,7,0.349
1,0,8,0.3854
1,0,9,0.3965
1,0,10,0.4077
