experiment_id,experiment_run,round,global_accuracy
1,0,0,0.1
1,0,1,0.1068
1,0,2,0.1698
1,0,3,0.242
1,0,4,0.2701
1,0,5,0.2949
1,0,6,0.3008
1,0,7,0.3191
1,0,8,0.3092
1,0,9,0.3356
1,0,10,0.3402
