experiment_id,experiment_run,round,global_accuracy
4,0,0,0.1001
4,0,1,0.1786
4,0,2,0.1
4,0,3,0.1
4,0,4,0.1
4,0,5,0.254
4,0,6,0.3458
4,0,7,0.5106
4,0,8,0.5911
4,0,9,0.678
4,0,10,0.7251
4,0,11,0.7741
4,0,12,0.817
4,0,13,0.8049
4,0,14,0.8309
4,0,15,0.8185
4,0,16,0.8319
4,0,17,0.8275
4,0,18,0.8355
4,0,19,0.8477
4,0,20,0.8501
