experiment_id,experiment_run,round,client_id,mmd
2,2,1,14,0.7162449359893799
2,2,1,24,0.7659657001495361
2,2,1,21,0.7216817140579224
2,2,1,4,0.7708307504653931
2,2,1,2,0.6643105745315552
2,2,1,12,0.7825087308883667
2,2,1,10,0.7414664030075073
2,2,1,16,0.8715387582778931
2,2,1,20,0.8686838150024414
2,2,1,23,0.686774492263794
2,2,1,8,0.7600573301315308
2,2,1,0,0.8370262384414673
2,2,1,6,0.7869088649749756
2,2,1,7,0.816257119178772
2,2,1,3,0.6875476837158203
2,2,1,22,0.7955309152603149
2,2,1,13,0.731940746307373
2,2,1,15,0.7002395391464233
2,2,1,18,0.8234325647354126
2,2,1,11,0.7404426336288452
2,2,1,17,0.7379728555679321
2,2,1,9,0.8418066501617432
2,2,1,19,0.7833237648010254
2,2,1,5,0.7894287109375
2,2,1,1,0.7480336427688599
2,2,2,1,0.3596813678741455
2,2,2,12,0.46943509578704834
2,2,2,4,0.2537269592285156
2,2,2,9,0.46820831298828125
2,2,2,13,0.3919332027435303
2,2,2,6,0.4993201494216919
2,2,2,16,0.3509408235549927
2,2,2,10,0.3347824811935425
2,2,2,14,0.5021498203277588
2,2,2,24,0.2762160301208496
2,2,2,5,0.4158972501754761
2,2,2,11,0.4573589563369751
2,2,2,17,0.49715161323547363
2,2,2,18,0.36342692375183105
2,2,2,22,0.36231863498687744
2,2,2,0,0.29042792320251465
2,2,2,2,0.27243971824645996
2,2,2,15,0.36590373516082764
2,2,2,7,0.6154675483703613
2,2,2,23,0.3742324113845825
2,2,2,8,0.37417101860046387
2,2,2,20,0.47758281230926514
2,2,2,19,0.3821970224380493
2,2,2,21,0.2683790922164917
2,2,2,3,0.42826926708221436
2,2,3,9,0.3604837656021118
2,2,3,12,0.43728864192962646
2,2,3,21,0.29552626609802246
2,2,3,13,0.25363433361053467
2,2,3,22,0.27196621894836426
2,2,3,0,0.23447906970977783
2,2,3,19,0.2808901071548462
2,2,3,23,0.3042565584182739
2,2,3,3,0.3717230558395386
2,2,3,18,0.24788439273834229
2,2,3,14,0.4401322603225708
2,2,3,8,0.3045080900192261
2,2,3,11,0.32947027683258057
2,2,3,24,0.18132948875427246
2,2,3,5,0.3803495168685913
2,2,3,17,0.3743535280227661
2,2,3,16,0.39422619342803955
2,2,3,10,0.2660139799118042
2,2,3,2,0.24428284168243408
2,2,3,4,0.32598602771759033
2,2,3,1,0.1579577922821045
2,2,3,15,0.14658033847808838
2,2,3,20,0.30165958404541016
2,2,3,6,0.38100600242614746
2,2,3,7,0.45528197288513184
2,2,4,10,0.1758120059967041
2,2,4,16,0.2332223653793335
2,2,4,24,0.10966730117797852
2,2,4,6,0.291034460067749
2,2,4,14,0.3058357238769531
2,2,4,15,0.08771562576293945
2,2,4,22,0.19978320598602295
2,2,4,5,0.25492024421691895
2,2,4,18,0.15924811363220215
2,2,4,9,0.3141467571258545
2,2,4,2,0.18420624732971191
2,2,4,19,0.17659926414489746
2,2,4,1,0.146858811378479
2,2,4,13,0.18777155876159668
2,2,4,23,0.20496582984924316
2,2,4,20,0.25338780879974365
2,2,4,21,0.1789764165878296
2,2,4,11,0.2213296890258789
2,2,4,17,0.2753256559371948
2,2,4,8,0.23189234733581543
2,2,4,0,0.15566015243530273
2,2,4,3,0.21254253387451172
2,2,4,12,0.3392174243927002
2,2,4,7,0.2933042049407959
2,2,5,0,0.1263972520828247
2,2,5,12,0.2739623785018921
2,2,5,5,0.13889527320861816
2,2,5,21,0.10754978656768799
2,2,5,14,0.22581243515014648
2,2,5,19,0.10828852653503418
2,2,5,23,0.1267334222793579
2,2,5,10,0.11960804462432861
2,2,5,8,0.1624765396118164
2,2,5,2,0.15707111358642578
2,2,5,24,0.09114468097686768
2,2,5,7,0.20030128955841064
2,2,5,13,0.11579680442810059
2,2,5,17,0.22193408012390137
2,2,5,22,0.1354970932006836
2,2,5,1,0.09350919723510742
2,2,5,15,0.06487643718719482
