experiment_id,experiment_run,round,client_id,kl_divergence
8,0,0,1,2.9529590606689453
8,0,0,3,2.264183282852173
8,0,0,8,2.4404776096343994
8,0,0,6,3.5300676822662354
8,0,0,9,4.776290416717529
8,0,0,5,4.0651021003723145
8,0,0,4,4.0623345375061035
8,0,0,0,3.7059736251831055
8,0,0,7,3.5174546241760254
8,0,0,2,3.558077812194824
8,0,1,1,3.94515323638916
8,0,1,0,4.470272064208984
8,0,1,3,2.595614433288574
8,0,1,6,3.1715714931488037
8,0,1,8,2.76094126701355
8,0,1,5,4.367743015289307
8,0,1,4,5.419131278991699
8,0,1,2,3.872692108154297
8,0,1,7,4.617502689361572
8,0,1,9,5.407732963562012
