experiment_id,experiment_run,round,client_id,fid
1,1,1,1,1.2183613740668007
1,1,1,4,1.1574715582935282
1,1,1,6,1.0694579975054237
1,1,1,0,1.233830989725075
1,1,1,8,1.128320432363089
1,1,1,2,1.1552910745748726
1,1,1,5,1.1454122260484376
1,1,1,7,1.2042382954117445
1,1,1,3,0.973737163313864
1,1,1,9,1.060865001695106
1,1,2,6,0.9620218394813067
1,1,2,8,1.094966592591943
1,1,2,4,0.8110519028849561
1,1,2,5,0.8937153857144978
1,1,2,7,1.2574732757991551
1,1,2,2,0.9054690111341348
1,1,2,1,1.1049282356928085
1,1,2,0,0.8460032201832791
1,1,2,9,1.2349071636612388
1,1,2,3,1.1608286251319624
1,1,3,9,0.5158624757955792
1,1,3,5,0.597468306269522
1,1,3,6,0.43069285450590433
1,1,3,2,0.8189633764455596
1,1,3,7,0.5508327428022608
1,1,3,4,0.49472052469746775
1,1,3,0,0.4845253210556077
1,1,3,3,0.609135025409021
1,1,3,1,0.7020227333829794
1,1,3,8,0.534746830374925
1,1,4,6,0.2959356378459735
1,1,4,2,0.7283314871258687
1,1,4,8,0.4471855779162778
1,1,4,0,0.31659463587280456
1,1,4,5,0.4540282888654675
1,1,4,9,0.24683361341606685
1,1,4,7,0.3507771413200398
1,1,4,4,0.4459525005318638
1,1,4,1,0.5545465047780757
1,1,4,3,0.46641709370916506
1,1,5,4,0.25368562280084095
1,1,5,6,0.21025561662170963
1,1,5,5,0.35561186109845244
1,1,5,2,0.5028553350027054
1,1,5,8,0.30664551349610636
1,1,5,3,0.24987176756220714
1,1,5,0,0.21662335319623122
1,1,5,7,0.23236119574505332
1,1,5,9,0.1905018378274384
1,1,5,1,0.32830763633931453
1,1,6,7,0.27668098430893856
1,1,6,4,0.20205476557463206
1,1,6,5,0.2903549421321474
1,1,6,6,0.22056454150882207
1,1,6,8,0.22792213239046755
1,1,6,3,0.3038003331213236
1,1,6,2,0.43582859283109676
1,1,6,1,0.24717191913898914
1,1,6,0,0.18893448882300237
1,1,6,9,0.1916936109155969
1,1,7,8,0.20207888001324822
1,1,7,2,0.24872683308013
1,1,7,7,0.20937124832684956
1,1,7,4,0.11162336686501781
1,1,7,9,0.13969026977654372
1,1,7,0,0.12376742008882466
1,1,7,5,0.1832247600750896
1,1,7,1,0.22528953153240244
1,1,7,6,0.12080887713750063
1,1,7,3,0.26978860066713567
1,1,8,8,0.13485282941384824
1,1,8,6,0.11539278548885887
1,1,8,5,0.13543993598898432
1,1,8,3,0.23851967788268813
1,1,8,2,0.2260870678883797
1,1,8,4,0.09833985160717817
1,1,8,7,0.14892552181400798
1,1,8,9,0.09954264165996982
1,1,8,0,0.0778873904317177
1,1,8,1,0.19536578314225997
1,1,9,5,0.12254355484488301
1,1,9,8,0.11908089400388892
1,1,9,3,0.20382408446848294
1,1,9,0,0.07836668835193547
1,1,9,4,0.07506251428703936
1,1,9,7,0.12389050819187254
1,1,9,9,0.13018741347824891
1,1,9,1,0.13776376876196728
1,1,9,6,0.12638667804704679
1,1,9,2,0.21248801836971004
1,1,10,1,0.1323191525581315
1,1,10,8,0.11806127844074937
1,1,10,6,0.10350328905260923
1,1,10,5,0.13714252850874925
1,1,10,7,0.10388752354226186
1,1,10,2,0.20728921938004682
1,1,10,9,0.13329140198590583
1,1,10,0,0.08494402540253648
1,1,10,3,0.20172991813622554
1,1,10,4,0.0587852507256677
