experiment_id,experiment_run,round,global_accuracy
1,1,0,0.1
1,1,1,0.1027
1,1,2,0.1904
1,1,3,0.2317
1,1,4,0.3008
1,1,5,0.3402
1,1,6,0.3401
1,1,7,0.4156
1,1,8,0.4344
1,1,9,0.4395
1,1,10,0.4595
