experiment_id,experiment_run,round,global_accuracy
1,4,0,0.1
1,4,1,0.3753
1,4,2,0.8881
1,4,3,0.909
1,4,4,0.9151
1,4,5,0.9172
1,4,6,0.9202
1,4,7,0.9227
1,4,8,0.9224
1,4,9,0.924
1,4,10,0.9224
