experiment_id,experiment_run,round,client_id,mmd
2,1,1,11,0.8268080949783325
2,1,1,1,0.7163524627685547
2,1,1,3,0.8937045335769653
2,1,1,4,0.7522107362747192
2,1,1,23,0.7591897249221802
2,1,1,24,0.7475049495697021
2,1,1,21,0.8917433023452759
2,1,1,0,0.6439380645751953
2,1,1,5,0.7029441595077515
2,1,1,6,0.7450799942016602
2,1,1,20,0.7062168121337891
2,1,1,13,0.776893138885498
2,1,1,15,0.7266615629196167
2,1,1,18,0.7399035692214966
2,1,1,16,0.8210625648498535
2,1,1,8,0.8983688354492188
2,1,1,14,0.7253050804138184
2,1,1,17,0.9241114854812622
2,1,1,7,0.8725817203521729
2,1,1,10,0.7836165428161621
2,1,1,2,0.8342231512069702
2,1,1,19,0.8572218418121338
2,1,1,22,0.8076244592666626
2,1,1,12,0.8174701929092407
2,1,1,9,0.7334705591201782
2,1,2,5,0.5989372730255127
2,1,2,21,0.6975628137588501
2,1,2,4,0.6347631216049194
2,1,2,10,0.48455047607421875
2,1,2,11,0.5584062337875366
2,1,2,7,0.7011768817901611
2,1,2,19,0.5618822574615479
2,1,2,23,0.6123889684677124
2,1,2,24,0.524578332901001
2,1,2,16,0.652456521987915
2,1,2,22,0.5758787393569946
2,1,2,8,0.4388899803161621
2,1,2,18,0.5939153432846069
2,1,2,6,0.5469614267349243
2,1,2,2,0.6624236106872559
2,1,2,17,0.7020447254180908
2,1,2,12,0.5067414045333862
2,1,2,13,0.5534089803695679
2,1,2,15,0.6593241691589355
2,1,2,0,0.5648881196975708
2,1,2,14,0.4072796106338501
2,1,2,9,0.4244699478149414
2,1,2,1,0.5869864225387573
2,1,2,3,0.4501610994338989
2,1,2,20,0.5175085067749023
2,1,3,1,0.44490861892700195
2,1,3,8,0.3923710584640503
2,1,3,22,0.40594279766082764
2,1,3,3,0.3311755657196045
2,1,3,23,0.43462038040161133
2,1,3,24,0.3032846450805664
2,1,3,5,0.40227246284484863
2,1,3,20,0.3132791519165039
2,1,3,4,0.37227439880371094
2,1,3,11,0.4165349006652832
2,1,3,0,0.31253480911254883
2,1,3,21,0.5878826379776001
2,1,3,7,0.5430020093917847
2,1,3,2,0.48450589179992676
2,1,3,15,0.4030900001525879
2,1,3,18,0.43239426612854004
2,1,3,10,0.35359692573547363
2,1,3,6,0.38603734970092773
2,1,3,12,0.39242398738861084
2,1,3,13,0.4575793743133545
2,1,3,9,0.2547649145126343
2,1,3,16,0.46650803089141846
2,1,3,14,0.353542685508728
2,1,3,19,0.3301442861557007
2,1,3,17,0.5585167407989502
2,1,4,10,0.3366532325744629
2,1,4,9,0.1834350824356079
2,1,4,18,0.3341768980026245
2,1,4,15,0.3185514211654663
2,1,4,22,0.36614787578582764
2,1,4,16,0.4099407196044922
2,1,4,1,0.37665247917175293
2,1,4,19,0.3054927587509155
2,1,4,21,0.5562106370925903
2,1,4,12,0.3270738124847412
2,1,4,17,0.5029633045196533
2,1,4,5,0.33196139335632324
2,1,4,0,0.23965084552764893
2,1,4,7,0.4745292663574219
2,1,4,6,0.3531683683395386
