experiment_id,experiment_run,round,global_accuracy
2,1,0,0.1
2,1,1,0.1409
2,1,2,0.1918
2,1,3,0.1919
2,1,4,0.2216
2,1,5,0.2559
2,1,6,0.2804
2,1,7,0.3019
2,1,8,0.3193
2,1,9,0.3532
2,1,10,0.3693
