experiment_id,experiment_run,round,client_id,fid
2,1,1,11,1.2652586371358077
2,1,1,1,1.0427548270024725
2,1,1,3,1.4941853979746373
2,1,1,4,1.1219020158805
2,1,1,23,0.9604760262840151
2,1,1,24,1.244300321720294
2,1,1,21,1.1931178698770692
2,1,1,0,0.9029176118838876
2,1,1,5,1.1298961643839038
2,1,1,6,1.1025049128215931
2,1,1,20,1.0246385328067347
2,1,1,13,1.1157224719150791
2,1,1,15,0.9727696437667996
2,1,1,18,1.0707065992695095
2,1,1,16,1.1747026919250192
2,1,1,8,1.2058436002655444
2,1,1,14,1.1507309450813212
2,1,1,17,1.252937610802318
2,1,1,7,1.1844417211668035
2,1,1,10,1.2734519317852149
2,1,1,2,1.0884918937428107
2,1,1,19,1.2555847549664763
2,1,1,22,1.1206736493407579
2,1,1,12,1.2853007932582583
2,1,1,9,1.1732441787310577
2,1,2,5,0.9229600683289478
2,1,2,21,0.9488603087001743
2,1,2,4,0.9460090689315932
2,1,2,10,0.7493117293596675
2,1,2,11,0.8124520870560931
2,1,2,7,0.9703522643024582
2,1,2,19,0.7928145188472298
2,1,2,23,0.7770317626181673
2,1,2,24,0.7665432773222083
2,1,2,16,0.9360528513200597
2,1,2,22,0.7588113716570344
2,1,2,8,0.5956948997191943
2,1,2,18,0.8214845247691607
2,1,2,6,0.7768990535788414
2,1,2,2,0.9492742598230155
2,1,2,17,0.9745834881920905
2,1,2,12,0.7439898633000083
2,1,2,13,0.7661265577228783
2,1,2,15,0.9064672975015847
2,1,2,0,0.7725047612218418
2,1,2,14,0.586162165654464
2,1,2,9,0.623048804887589
2,1,2,1,0.8240587356705146
2,1,2,3,0.6738021794560209
2,1,2,20,0.7336212994681852
2,1,3,1,0.6774152274860257
2,1,3,8,0.6052419983257417
2,1,3,22,0.5403072314814814
2,1,3,3,0.4944840719841249
2,1,3,23,0.6121934730909672
2,1,3,24,0.4548673665478288
2,1,3,5,0.6501651908301236
2,1,3,20,0.5089825160620555
2,1,3,4,0.5688326148664317
2,1,3,11,0.6407085881177473
2,1,3,0,0.4663916616267443
2,1,3,21,0.9143065470319511
2,1,3,7,0.795415191453307
2,1,3,2,0.7546212988902586
2,1,3,15,0.5935995306465442
2,1,3,18,0.6645398118496944
2,1,3,10,0.5897697587705523
2,1,3,6,0.5627433449713523
2,1,3,12,0.5874822693531275
2,1,3,13,0.6914621231152246
2,1,3,9,0.37706005701611955
2,1,3,16,0.6723729030730642
2,1,3,14,0.5365761116455885
2,1,3,19,0.5056417815082804
2,1,3,17,0.8556613278901744
2,1,4,10,0.542202283656486
2,1,4,9,0.28849677404137564
2,1,4,18,0.5190805361904877
2,1,4,15,0.46123110853509514
2,1,4,22,0.4781366030566671
2,1,4,16,0.5781550204788182
2,1,4,1,0.5700784123052655
2,1,4,19,0.4570215292992624
2,1,4,21,0.830547771217544
2,1,4,12,0.48857374021845956
2,1,4,17,0.7589251789839224
2,1,4,5,0.5457917949464169
2,1,4,0,0.35961060074771894
2,1,4,7,0.6881727723974838
2,1,4,6,0.5104137392513032
2,1,4,13,0.5933083532413868
2,1,4,24,0.36801707599174494
2,1,4,11,0.5433727426346855
2,1,4,14,0.5238154373947194
2,1,4,2,0.6567784769847567
2,1,4,23,0.5525860877863656
2,1,4,4,0.4333887309596187
2,1,4,20,0.4926094401278994
2,1,4,3,0.3825293946418887
2,1,4,8,0.5671402466268534
2,1,5,22,0.38119321620964447
2,1,5,18,0.4187697200264071
2,1,5,7,0.5677893544817292
2,1,5,3,0.34763146550302665
2,1,5,11,0.4775287420193072
2,1,5,4,0.35086688008820904
2,1,5,0,0.27960791384635
2,1,5,5,0.36600085859929204
2,1,5,13,0.46800096639110855
2,1,5,20,0.3829089792452226
2,1,5,12,0.37710969385053295
2,1,5,16,0.4542426898855782
2,1,5,9,0.23833812925494963
2,1,5,8,0.47352197736980906
2,1,5,1,0.4468736228419664
2,1,5,23,0.42885905607492625
2,1,5,10,0.43977938839002373
2,1,5,15,0.36459731014671265
2,1,5,2,0.5357674694576606
2,1,5,21,0.6908282081524619
2,1,5,24,0.2942061865375091
2,1,5,6,0.39964109467550346
2,1,5,17,0.7255590510509307
2,1,5,14,0.5016045557620318
2,1,5,19,0.3333883971217212
2,1,6,13,0.456171668956009
2,1,6,3,0.21362215909306928
2,1,6,17,0.5820364065447624
2,1,6,14,0.39384022278795766
2,1,6,8,0.2824305135717142
2,1,6,2,0.3956005689941215
2,1,6,10,0.33539596048069537
2,1,6,18,0.3476476230949059
2,1,6,24,0.23781868619091356
2,1,6,7,0.42733191456016506
2,1,6,5,0.2717791207808674
2,1,6,9,0.22441151745637494
2,1,6,0,0.24736801618143595
2,1,6,22,0.3861048983167299
2,1,6,6,0.3010063377748716
2,1,6,16,0.35038335460643194
2,1,6,12,0.2589637115769965
2,1,6,21,0.5597578366628092
2,1,6,4,0.27733448015224627
2,1,6,20,0.28526751704265996
2,1,6,11,0.2237185235376723
2,1,6,15,0.3453467101760664
2,1,6,19,0.17520883894510392
2,1,6,23,0.33916831394700403
2,1,6,1,0.3029567558812839
2,1,7,5,0.2293529962521395
2,1,7,14,0.2936317549271214
2,1,7,4,0.22069365999086846
2,1,7,1,0.2629956526594101
2,1,7,3,0.1530896916103994
2,1,7,18,0.29030515739588814
2,1,7,10,0.29808040015411863
2,1,7,11,0.15623829099696335
2,1,7,0,0.23856602799436147
2,1,7,24,0.1644595061752152
2,1,7,6,0.2544450507282063
2,1,7,15,0.30168775500285316
2,1,7,13,0.3627847311956732
2,1,7,21,0.49047726101457073
2,1,7,8,0.20470341803518746
2,1,7,17,0.46962433320799213
2,1,7,7,0.3546075010186695
2,1,7,12,0.18015675000915393
2,1,7,16,0.2715831434961419
2,1,7,20,0.22463268651401141
2,1,7,9,0.23434121995381024
2,1,7,23,0.27325805271229725
2,1,7,22,0.3391693896485121
2,1,7,19,0.13371175252944734
2,1,7,2,0.32886673860343296
2,1,8,21,0.42419728087086606
2,1,8,19,0.10554309520580858
