experiment_id,experiment_run,round,global_accuracy
2,3,0,0.1217
2,3,1,0.7532
2,3,2,0.6759
2,3,3,0.8003
2,3,4,0.864
2,3,5,0.8882
2,3,6,0.8961
2,3,7,0.9027
2,3,8,0.9042
2,3,9,0.9122
2,3,10,0.9129
