experiment_id,experiment_run,round,client_id,mmd
3,0,1,70,0.44585204124450684
3,0,1,83,0.534388542175293
3,0,1,24,0.4677143096923828
3,0,1,8,0.4866776466369629
3,0,1,61,0.4911402463912964
3,0,1,20,0.4590097665786743
3,0,1,58,0.4936469793319702
3,0,1,77,0.6492271423339844
3,0,1,9,0.43676769733428955
3,0,1,7,0.45051300525665283
3,0,1,21,0.4215956926345825
3,0,1,91,0.442165732383728
3,0,1,99,0.4464675188064575
3,0,1,18,0.4560490846633911
3,0,1,55,0.41623830795288086
3,0,1,98,0.5510154962539673
3,0,1,27,0.3953571319580078
3,0,1,57,0.44741761684417725
3,0,1,53,0.4463317394256592
3,0,1,92,0.45448195934295654
3,0,1,78,0.5019239187240601
3,0,1,80,0.4509260654449463
3,0,1,90,0.4415391683578491
3,0,1,88,0.4533172845840454
3,0,1,75,0.38704466819763184
3,0,1,95,0.5838888883590698
3,0,1,35,0.44548308849334717
3,0,1,19,0.6448148488998413
3,0,1,67,0.39439940452575684
3,0,1,17,0.46473968029022217
3,0,1,0,0.5665695667266846
3,0,1,15,0.42084944248199463
3,0,1,10,0.42955005168914795
3,0,1,16,0.45890843868255615
3,0,1,72,0.4904782772064209
3,0,1,52,0.5314723253250122
3,0,1,41,0.5480886697769165
3,0,1,81,0.5673906803131104
3,0,1,46,0.3944350481033325
3,0,1,43,0.5770217180252075
3,0,1,74,0.3951451778411865
3,0,1,86,0.48454856872558594
3,0,1,32,0.4031198024749756
3,0,1,23,0.46882545948028564
3,0,1,68,0.5693820714950562
3,0,1,14,0.42834699153900146
3,0,1,28,0.529866099357605
3,0,1,2,0.3820244073867798
3,0,1,44,0.3814331293106079
3,0,1,65,0.368558406829834
3,0,1,30,0.5113568305969238
3,0,1,71,0.5140782594680786
3,0,1,34,0.4776952266693115
3,0,1,93,0.43488645553588867
3,0,1,89,0.4167677164077759
3,0,1,76,0.4139808416366577
3,0,1,66,0.45795440673828125
3,0,1,13,0.5402690172195435
3,0,1,22,0.4208482503890991
3,0,1,59,0.410869836807251
3,0,1,84,0.5165009498596191
3,0,1,5,0.5641471147537231
3,0,1,3,0.4091576337814331
3,0,1,62,0.4475356340408325
3,0,1,39,0.5113558769226074
3,0,1,1,0.37780606746673584
3,0,1,87,0.6826996803283691
3,0,1,94,0.6875406503677368
3,0,1,42,0.5019656419754028
3,0,1,73,0.43892621994018555
3,0,1,51,0.4354262351989746
3,0,1,45,0.5000219345092773
3,0,1,50,0.428594708442688
3,0,1,36,0.3929044008255005
3,0,1,96,0.39069974422454834
3,0,1,33,0.5790842771530151
3,0,1,47,0.3726755380630493
3,0,1,25,0.4647907018661499
3,0,1,29,0.4086184501647949
3,0,1,6,0.5168348550796509
3,0,1,4,0.5491302013397217
3,0,1,97,0.47305262088775635
3,0,1,54,0.45511794090270996
3,0,1,37,0.47726964950561523
3,0,1,64,0.4714162349700928
3,0,1,79,0.3832005262374878
3,0,1,26,0.403988242149353
3,0,1,40,0.5113217830657959
3,0,1,85,0.42725634574890137
3,0,1,49,0.4861633777618408
3,0,1,31,0.5062576532363892
3,0,1,12,0.4383455514907837
3,0,1,11,0.46754157543182373
3,0,1,63,0.48798441886901855
3,0,1,56,0.4648038148880005
3,0,1,82,0.3739333152770996
3,0,1,38,0.4146846532821655
3,0,1,48,0.4459441900253296
3,0,1,69,0.5453726053237915
3,0,1,60,0.39393651485443115
3,0,2,6,0.4536336660385132
3,0,2,13,0.2940549850463867
3,0,2,8,0.4633667469024658
3,0,2,56,0.5061705112457275
