experiment_id,experiment_run,round,client_id,fid
4,3,1,98,0.8850280490822906
4,3,1,97,0.8909134635744681
4,3,1,60,0.8845521947615229
4,3,1,29,0.8741266206949694
4,3,1,64,0.8872678384886189
4,3,1,38,0.8582632768117391
4,3,1,55,0.8718043677849872
4,3,1,79,0.8737389574937019
4,3,1,69,0.8600173300711624
4,3,1,28,0.7690680984385476
4,3,1,14,0.8670996992857314
4,3,1,51,0.8431507934371372
4,3,1,90,0.8888657082905892
4,3,1,24,0.9213733739309773
4,3,1,62,0.8981715076816121
4,3,1,49,0.9012020260154876
4,3,1,17,0.8782895348530992
4,3,1,25,0.8876553423683522
4,3,1,8,0.8602100665308621
4,3,1,35,0.8893993054181195
4,3,1,68,0.8700647791357556
4,3,1,92,0.9006490069573976
4,3,1,72,0.8740068444181458
4,3,1,11,0.88038208053444
4,3,1,45,0.8698417063033597
4,3,1,36,0.8479429767842284
4,3,1,50,0.9005707359122326
4,3,1,95,0.8467773478595977
4,3,1,56,0.8373756052650899
4,3,1,89,0.8515152750418596
4,3,1,53,0.8927225361287414
4,3,1,6,0.8630589174360255
4,3,1,42,0.8823859511348642
4,3,1,18,0.8305489053214095
4,3,1,54,0.840501810879824
4,3,1,63,0.8903690711616953
4,3,1,91,0.8537305593179376
4,3,1,13,0.8745380329212159
4,3,1,76,0.8717066443263719
4,3,1,81,0.8488091013935709
4,3,1,23,0.8881290872402603
4,3,1,52,0.8751119616018437
4,3,1,41,0.8720484813498098
4,3,1,70,0.9469541002605324
4,3,1,33,0.8711100498910542
4,3,1,19,0.8539761489784888
4,3,1,46,0.8762001025127142
4,3,1,71,0.8949147472803587
4,3,1,73,0.893492131833069
4,3,1,84,0.8780196053169829
4,3,1,32,0.8676945927625925
4,3,1,65,0.8986189276402721
4,3,1,47,0.841473034062789
4,3,1,34,0.8241043525263607
4,3,1,5,0.9007575179598638
4,3,1,67,0.8183467198876269
4,3,1,87,0.8955460497976321
4,3,1,26,0.7893239906299592
4,3,1,78,0.8662819643114583
4,3,1,2,0.8631281348303473
4,3,1,22,0.876721188037864
4,3,1,74,0.8629096105662206
4,3,1,31,0.8828967323180691
4,3,1,40,0.9021077036061637
4,3,1,61,0.9213006532677157
4,3,1,0,0.8767724263662121
4,3,1,9,0.8885562452575809
4,3,1,7,0.8947141604791902
4,3,1,1,0.9148336731047171
4,3,1,59,0.8561314312008702
4,3,1,99,0.9065061662696139
4,3,1,57,0.8815625558140099
4,3,1,48,0.8981981805155452
4,3,1,30,0.843261155859603
4,3,1,82,0.8714871375736972
4,3,1,88,0.9042469528283
4,3,1,3,0.8930724171281559
4,3,1,77,0.8740760834615109
4,3,1,43,0.8865694989625408
4,3,1,44,0.8973926492844135
4,3,1,80,0.8079981149349227
4,3,1,4,0.8761224630022114
4,3,1,15,0.8937536124712819
4,3,1,39,0.9456164334722214
4,3,1,86,0.8719777181581283
4,3,1,93,0.8887384576981177
4,3,1,12,0.8546944552365936
4,3,1,27,0.8466272573489382
4,3,1,21,0.8590584384247432
4,3,1,10,0.8674384680154872
4,3,1,75,0.8663920861059224
4,3,1,66,0.898377994494856
4,3,1,37,0.9397086635546137
