experiment_id,experiment_run,round,global_accuracy
4,3,0,0.0876
4,3,1,0.6547
4,3,2,0.7824
4,3,3,0.829
4,3,4,0.847
4,3,5,0.858
4,3,6,0.8702
4,3,7,0.8728
4,3,8,0.8762
4,3,9,0.8826
4,3,10,0.8851
4,3,11,0.8892
4,3,12,0.8907
4,3,13,0.8945
4,3,14,0.8965
4,3,15,0.8981
4,3,16,0.8986
4,3,17,0.8992
4,3,18,0.902
4,3,19,0.9028
4,3,20,0.9023
