experiment_id,experiment_run,round,global_accuracy
2,3,0,0.1
2,3,1,0.1775
2,3,2,0.2173
2,3,3,0.2583
2,3,4,0.2975
2,3,5,0.3551
2,3,6,0.3801
2,3,7,0.4191
2,3,8,0.4439
2,3,9,0.4619
2,3,10,0.4811
