experiment_id,experiment_run,round,global_accuracy
3,3,0,0.0989
3,3,1,0.4993
3,3,2,0.732
3,3,3,0.8014
3,3,4,0.8319
3,3,5,0.8588
3,3,6,0.8637
3,3,7,0.878
3,3,8,0.8801
3,3,9,0.887
3,3,10,0.8905
