experiment_id,experiment_run,round,client_id,fid
1,2,1,5,1.3105405832812922
1,2,1,0,1.1722352965372855
1,2,1,9,0.9790494860592811
1,2,1,3,1.0804678065541669
1,2,1,6,1.1559046024489343
1,2,1,4,1.100138358362455
1,2,1,2,1.1982132834776271
1,2,1,7,1.3333288076191172
1,2,1,8,1.1973659658895153
1,2,1,1,1.0707880518922845
1,2,2,5,0.5597461766308496
1,2,2,6,0.832758780440134
1,2,2,9,0.6291216728165746
1,2,2,4,0.7054888321729799
1,2,2,7,0.5787384781178904
1,2,2,8,0.7414149345238984
1,2,2,1,0.5743737117631093
1,2,2,0,0.4414727454789313
1,2,2,2,0.6700323487937782
1,2,2,3,0.39984713709662817
1,2,3,3,0.34087658460509157
1,2,3,5,0.43509359735992825
1,2,3,7,0.43705183186548285
1,2,3,8,0.628023049415845
1,2,3,1,0.43708917500245276
1,2,3,4,0.5726195385823338
1,2,3,0,0.5462037739893895
1,2,3,6,0.7753033558910417
1,2,3,2,0.4477052092537704
1,2,3,9,0.4452738601177194
1,2,4,4,0.24443326225469897
1,2,4,0,0.2581616778873953
1,2,4,5,0.22738060319480985
1,2,4,9,0.17528447214086396
1,2,4,1,0.28944127563180894
1,2,4,8,0.22909976455731457
1,2,4,7,0.21174925554863253
1,2,4,2,0.3045206663551663
1,2,4,3,0.23585566319613865
1,2,4,6,0.1622087562850993
1,2,5,7,0.11712938802584656
1,2,5,2,0.14919656725577507
1,2,5,4,0.1650112186280639
1,2,5,1,0.18540472103475286
1,2,5,8,0.12346863352842713
1,2,5,0,0.13306684358099377
1,2,5,6,0.13662538583989692
1,2,5,5,0.18020332618652252
1,2,5,9,0.11969868306458141
1,2,5,3,0.1550409309664501
1,2,6,3,0.12776917627649775
1,2,6,7,0.12098765836659663
1,2,6,1,0.17959935150385814
1,2,6,5,0.16127715109612914
1,2,6,4,0.10893849817610621
1,2,6,2,0.10626623927089827
1,2,6,8,0.07664566910185525
1,2,6,9,0.10345316629558984
1,2,6,0,0.09429223179979826
1,2,6,6,0.08740750551866425
1,2,7,5,0.10383116323362211
1,2,7,6,0.06792798574272799
1,2,7,1,0.11463535785090537
1,2,7,9,0.06787092886372939
1,2,7,2,0.07344373045586874
1,2,7,8,0.07157587948202132
1,2,7,7,0.08392671791143583
1,2,7,3,0.10653761215428711
1,2,7,4,0.0788895815751049
1,2,7,0,0.07760496480168544
1,2,8,4,0.07278197758711305
1,2,8,5,0.1467561650374015
1,2,8,3,0.10809397231804072
1,2,8,2,0.07374995762017482
1,2,8,6,0.07384509880936636
1,2,8,9,0.08985922982887845
1,2,8,1,0.1119175337887198
1,2,8,0,0.056982749203702956
1,2,8,8,0.05182660991669799
1,2,8,7,0.0734901773621429
1,2,9,1,0.09937280768632423
1,2,9,2,0.10408419637199709
1,2,9,6,0.0584309200837505
1,2,9,3,0.12126666268185193
1,2,9,5,0.14894636168413392
1,2,9,9,0.06412403463638769
1,2,9,8,0.06151826083158585
1,2,9,0,0.062068516874131306
1,2,9,7,0.05408821277128172
1,2,9,4,0.07453793839133324
1,2,10,3,0.08256074091179712
1,2,10,7,0.062064081846723955
1,2,10,2,0.08487074638937003
1,2,10,4,0.0774125131365535
1,2,10,0,0.0710284383766232
1,2,10,9,0.07476355314871241
1,2,10,1,0.101015369915532
1,2,10,8,0.0449006952026626
1,2,10,5,0.09891166875523931
1,2,10,6,0.050220552055885936
