experiment_id,experiment_run,round,global_accuracy
1,2,0,0.145
1,2,1,0.1639
1,2,2,0.1886
1,2,3,0.2906
1,2,4,0.3794
1,2,5,0.4275
1,2,6,0.4552
1,2,7,0.488
1,2,8,0.5034
1,2,9,0.5102
1,2,10,0.5372
