experiment_id,experiment_run,round,global_accuracy
1,2,0,0.1
1,2,1,0.1
1,2,2,0.1547
1,2,3,0.2116
1,2,4,0.3689
1,2,5,0.4268
1,2,6,0.4481
1,2,7,0.4629
1,2,8,0.4887
1,2,9,0.5223
1,2,10,0.5518
