experiment_id,experiment_run,round,global_accuracy
4,2,0,0.1
4,2,1,0.373
4,2,2,0.6988
4,2,3,0.7494
4,2,4,0.8341
4,2,5,0.8423
4,2,6,0.8743
4,2,7,0.8767
4,2,8,0.8822
4,2,9,0.8875
4,2,10,0.89
4,2,11,0.8936
4,2,12,0.8957
4,2,13,0.899
4,2,14,0.9009
4,2,15,0.9002
4,2,16,0.9033
4,2,17,0.9035
4,2,18,0.9039
4,2,19,0.9064
4,2,20,0.9064
