experiment_id,experiment_run,round,global_accuracy
1,3,0,0.1
1,3,1,0.1831
1,3,2,0.2787
1,3,3,0.385
1,3,4,0.4448
1,3,5,0.4788
1,3,6,0.5033
1,3,7,0.5283
1,3,8,0.5492
1,3,9,0.564
1,3,10,0.5828
