experiment_id,experiment_run,round,global_accuracy
1,2,0,0.1315
1,2,1,0.1451
1,2,2,0.8449
1,2,3,0.8926
1,2,4,0.9025
1,2,5,0.9075
1,2,6,0.9113
1,2,7,0.9134
1,2,8,0.9152
1,2,9,0.9129
1,2,10,0.9174
