experiment_id,experiment_run,round,global_accuracy
1,3,0,0.1
1,3,1,0.1
1,3,2,0.1719
1,3,3,0.273
1,3,4,0.3651
1,3,5,0.4438
1,3,6,0.4815
1,3,7,0.51
1,3,8,0.533
1,3,9,0.5483
1,3,10,0.5659
