experiment_id,experiment_run,round,global_accuracy
1,0,0,0.1093
1,0,1,0.4426
1,0,2,0.5447
1,0,3,0.5557
1,0,4,0.5499
1,0,5,0.5546
1,0,6,0.5574
1,0,7,0.5576
1,0,8,0.5476
1,0,9,0.5692
1,0,10,0.5538
