experiment_id,experiment_run,round,global_accuracy
2,4,0,0.1
2,4,1,0.1726
2,4,2,0.2198
2,4,3,0.2769
2,4,4,0.3244
2,4,5,0.3665
2,4,6,0.3998
2,4,7,0.4271
2,4,8,0.4519
2,4,9,0.4652
2,4,10,0.4803
