experiment_id,experiment_run,round,client_id,kl_divergence
2,4,1,6,0.18949297070503235
2,4,1,7,0.12950095534324646
2,4,1,12,0.17300303280353546
2,4,1,9,0.18094442784786224
2,4,1,0,0.21271365880966187
2,4,1,5,0.1924375295639038
2,4,1,3,0.1635463982820511
2,4,1,8,0.18566922843456268
2,4,1,2,0.10295294970273972
2,4,1,21,0.13986244797706604
2,4,1,17,0.2244299352169037
2,4,1,20,0.15935473144054413
2,4,1,24,0.12543679773807526
2,4,1,11,0.10213463008403778
2,4,1,16,0.20868724584579468
2,4,1,18,0.26025113463401794
2,4,1,19,0.14858607947826385
2,4,1,10,0.2091599404811859
2,4,1,15,0.3027881979942322
2,4,1,13,0.1771128922700882
2,4,1,14,0.1326379030942917
2,4,1,4,0.11758284270763397
2,4,1,1,0.28918588161468506
2,4,1,23,0.14026829600334167
2,4,1,22,0.12522296607494354
2,4,2,13,0.15729309618473053
2,4,2,22,0.13151012361049652
2,4,2,4,0.19159789383411407
2,4,2,15,0.21150313317775726
2,4,2,12,0.16029733419418335
2,4,2,6,0.1792430281639099
2,4,2,18,0.19280320405960083
2,4,2,10,0.19037190079689026
2,4,2,21,0.14685367047786713
2,4,2,0,0.2550561726093292
2,4,2,14,0.1443297564983368
2,4,2,1,0.19320419430732727
2,4,2,17,0.223971426486969
2,4,2,16,0.21951879560947418
2,4,2,2,0.11866253614425659
2,4,2,19,0.24020208418369293
2,4,2,23,0.13647864758968353
2,4,2,20,0.23448166251182556
2,4,2,24,0.11055757105350494
2,4,2,5,0.16173256933689117
2,4,2,3,0.1016877144575119
2,4,2,9,0.19048678874969482
2,4,2,11,0.15075036883354187
2,4,2,8,0.1883549839258194
2,4,2,7,0.17370110750198364
2,4,3,0,0.088104248046875
2,4,3,14,0.0756353810429573
2,4,3,4,0.06720996648073196
2,4,3,6,0.11870065331459045
2,4,3,11,0.06808335334062576
2,4,3,2,0.06025318801403046
2,4,3,22,0.055994465947151184
2,4,3,5,0.05748460441827774
2,4,3,15,0.07907983660697937
2,4,3,19,0.08701640367507935
2,4,3,9,0.06221071258187294
2,4,3,23,0.036888591945171356
2,4,3,1,0.10181783884763718
2,4,3,7,0.045519039034843445
2,4,3,3,0.09139370918273926
2,4,3,8,0.06480143964290619
2,4,3,24,0.05036512762308121
2,4,3,10,0.02805682085454464
2,4,3,12,0.06929159164428711
2,4,3,13,0.08009395748376846
2,4,3,18,0.07043378055095673
2,4,3,21,0.053982026875019073
2,4,3,20,0.16338792443275452
2,4,3,16,0.09676031768321991
2,4,3,17,0.06253014504909515
2,4,4,6,0.0827966183423996
2,4,4,12,0.09739040583372116
2,4,4,24,0.05102104693651199
2,4,4,21,0.06749533861875534
2,4,4,19,0.07857917994260788
2,4,4,11,0.08442676812410355
2,4,4,0,0.07942444086074829
2,4,4,22,0.052790842950344086
2,4,4,8,0.0921010673046112
2,4,4,18,0.10260631144046783
2,4,4,3,0.057855237275362015
2,4,4,17,0.0941377580165863
2,4,4,20,0.11494915187358856
2,4,4,1,0.15798524022102356
2,4,4,13,0.1282453089952469
2,4,4,23,0.11916719377040863
2,4,4,14,0.09109549224376678
2,4,4,10,0.044482141733169556
2,4,4,16,0.06869135051965714
2,4,4,4,0.038436032831668854
2,4,4,5,0.07756676524877548
2,4,4,2,0.08316270262002945
2,4,4,9,0.07221664488315582
2,4,4,15,0.10803773254156113
2,4,4,7,0.052280399948358536
2,4,5,8,0.09123485535383224
2,4,5,2,0.055450137704610825
2,4,5,1,0.13818758726119995
2,4,5,4,0.17192134261131287
2,4,5,0,0.09997694194316864
2,4,5,15,0.07481569796800613
2,4,5,19,0.14879220724105835
2,4,5,14,0.09245385229587555
2,4,5,17,0.12480230629444122
2,4,5,6,0.1049644872546196
2,4,5,20,0.2943436801433563
2,4,5,24,0.06417995691299438
2,4,5,23,0.12716320157051086
2,4,5,10,0.10837508738040924
2,4,5,3,0.08828892558813095
2,4,5,7,0.06781380623579025
2,4,5,9,0.10634302347898483
2,4,5,12,0.09331035614013672
2,4,5,13,0.08540321886539459
2,4,5,21,0.0636359229683876
2,4,5,16,0.10525619983673096
2,4,5,11,0.08295025676488876
2,4,5,18,0.1409497708082199
2,4,5,5,0.10770859569311142
2,4,5,22,0.09098728001117706
2,4,6,0,0.09190138429403305
2,4,6,12,0.08055174350738525
2,4,6,18,0.10493684560060501
2,4,6,16,0.08714580535888672
2,4,6,10,0.08875218033790588
2,4,6,20,0.19626547396183014
2,4,6,24,0.0549088679254055
2,4,6,4,0.07162143290042877
2,4,6,8,0.10002606362104416
2,4,6,17,0.056515488773584366
2,4,6,2,0.07830196619033813
2,4,6,19,0.0964265763759613
2,4,6,23,0.07167382538318634
2,4,6,5,0.13433590531349182
2,4,6,13,0.11219430714845657
2,4,6,9,0.17280325293540955
2,4,6,22,0.09255478531122208
2,4,6,11,0.09694771468639374
2,4,6,15,0.0936964750289917
2,4,6,3,0.07239118963479996
2,4,6,14,0.0804341584444046
2,4,6,21,0.044613517820835114
2,4,6,1,0.12454860657453537
2,4,6,7,0.04722663387656212
2,4,6,6,0.11118263006210327
2,4,7,0,0.08755387365818024
2,4,7,4,0.05469122901558876
2,4,7,15,0.092295341193676
2,4,7,1,0.11858487874269485
2,4,7,3,0.06679422408342361
2,4,7,22,0.08082422614097595
2,4,7,23,0.05384237319231033
2,4,7,12,0.0809032991528511
2,4,7,13,0.13379283249378204
2,4,7,5,0.10467593371868134
2,4,7,7,0.060973335057497025
2,4,7,21,0.06258121877908707
2,4,7,11,0.05348442494869232
2,4,7,17,0.06905669718980789
2,4,7,9,0.10814055800437927
2,4,7,6,0.09631586074829102
2,4,7,16,0.08195890486240387
2,4,7,10,0.06882858276367188
2,4,7,24,0.0698772668838501
2,4,7,20,0.13816283643245697
2,4,7,19,0.12435050308704376
2,4,7,8,0.0850033238530159
2,4,7,2,0.09243413060903549
2,4,7,18,0.13980868458747864
2,4,7,14,0.07409190386533737
2,4,8,7,0.03840785101056099
2,4,8,8,0.13172627985477448
2,4,8,12,0.06911881268024445
2,4,8,18,0.09300392866134644
2,4,8,11,0.08007126301527023
2,4,8,21,0.08694162964820862
2,4,8,0,0.10698939859867096
2,4,8,22,0.05359039455652237
2,4,8,24,0.059550974518060684
2,4,8,9,0.08546338230371475
2,4,8,10,0.08226995915174484
2,4,8,1,0.10693605244159698
2,4,8,4,0.07404302805662155
2,4,8,13,0.11951084434986115
2,4,8,14,0.06775470077991486
2,4,8,20,0.17194685339927673
2,4,8,6,0.0783640444278717
2,4,8,5,0.06466103345155716
2,4,8,19,0.10193217545747757
2,4,8,15,0.09934878349304199
2,4,8,17,0.06939343363046646
2,4,8,3,0.08039525151252747
2,4,8,2,0.06083027645945549
2,4,8,16,0.08604893088340759
2,4,8,23,0.1061830222606659
2,4,9,0,0.08554930984973907
2,4,9,11,0.07544031739234924
2,4,9,14,0.07162799686193466
2,4,9,18,0.12424912303686142
2,4,9,1,0.17275679111480713
2,4,9,9,0.1176547184586525
2,4,9,4,0.06381292641162872
2,4,9,20,0.15547385811805725
2,4,9,22,0.05859685316681862
2,4,9,15,0.11489508301019669
2,4,9,7,0.04404812678694725
2,4,9,21,0.07208969444036484
2,4,9,13,0.1552506536245346
2,4,9,3,0.05366602540016174
2,4,9,10,0.11346327513456345
2,4,9,2,0.05810379236936569
2,4,9,23,0.060595594346523285
2,4,9,19,0.13277001678943634
2,4,9,6,0.11997146904468536
2,4,9,24,0.06368689984083176
2,4,9,5,0.05261427164077759
2,4,9,8,0.14966852962970734
2,4,9,12,0.07128247618675232
2,4,9,16,0.062213119119405746
2,4,9,17,0.12536698579788208
2,4,10,18,0.18327294290065765
2,4,10,20,0.21153736114501953
2,4,10,19,0.13557156920433044
2,4,10,5,0.09333360940217972
2,4,10,6,0.07519429177045822
2,4,10,16,0.06321194767951965
2,4,10,13,0.12054550647735596
2,4,10,15,0.10330798476934433
2,4,10,11,0.16754944622516632
2,4,10,8,0.11062444746494293
2,4,10,12,0.08447800576686859
2,4,10,0,0.14892864227294922
2,4,10,2,0.03420916572213173
2,4,10,9,0.0877191349864006
2,4,10,14,0.095127634704113
2,4,10,1,0.1634746938943863
2,4,10,10,0.11646753549575806
2,4,10,4,0.06508258730173111
2,4,10,7,0.037701450288295746
2,4,10,23,0.07419698685407639
2,4,10,3,0.07925955951213837
2,4,10,22,0.08052913844585419
2,4,10,21,0.05354798585176468
2,4,10,24,0.09721671044826508
2,4,10,17,0.07459499686956406
