experiment_id,experiment_run,round,global_accuracy
2,4,0,0.0989
2,4,1,0.4755
2,4,2,0.8649
2,4,3,0.8898
2,4,4,0.8966
2,4,5,0.9024
2,4,6,0.906
2,4,7,0.9081
2,4,8,0.9125
2,4,9,0.9119
2,4,10,0.9131
