experiment_id,experiment_run,round,client_id,js
4,1,1,29,0.8124772310256958
4,1,1,66,0.7320491075515747
4,1,1,13,0.6097314357757568
4,1,1,60,0.8048208951950073
4,1,1,59,0.5924181938171387
4,1,2,71,0.8438769578933716
4,1,2,3,1.1516227722167969
4,1,2,53,0.9838821887969971
4,1,2,98,0.9935306906700134
4,1,2,39,0.6409810781478882
4,1,2,46,1.4735107421875
4,1,2,58,0.3010217547416687
4,1,2,70,0.5347024202346802
4,1,2,84,0.6930372714996338
4,1,2,49,0.4945072829723358
4,1,2,20,0.9431431293487549
4,1,2,54,0.5484374165534973
4,1,2,4,0.6614952087402344
4,1,2,38,1.067134976387024
4,1,2,18,1.1714383363723755
4,1,2,95,1.400044322013855
4,1,2,96,1.141489028930664
4,1,2,22,0.8989660739898682
4,1,2,51,0.732788622379303
4,1,2,0,1.176595687866211
4,1,2,73,0.448058545589447
4,1,2,7,1.1257296800613403
4,1,2,25,0.9947826862335205
4,1,2,78,0.9526709914207458
4,1,2,45,1.0706275701522827
4,1,2,31,0.44025757908821106
4,1,2,86,0.7390937805175781
4,1,2,61,0.7099214196205139
4,1,2,72,0.7611764073371887
4,1,2,12,0.3821735680103302
4,1,2,44,0.33835890889167786
4,1,2,40,0.5356485843658447
4,1,2,56,0.8010125756263733
4,1,2,21,0.4487577974796295
4,1,2,23,0.4554712176322937
4,1,2,1,0.9184607267379761
4,1,2,65,1.112239122390747
4,1,2,10,0.7503177523612976
4,1,2,88,0.38914263248443604
4,1,2,42,1.0616590976715088
4,1,2,2,0.5216062068939209
4,1,2,82,0.870873212814331
4,1,2,63,0.4361654222011566
4,1,2,62,0.6596794128417969
4,1,2,50,0.8475784063339233
4,1,2,94,0.7029427289962769
4,1,2,89,1.0902491807937622
4,1,2,9,1.0334968566894531
4,1,2,52,0.6888154745101929
4,1,2,69,0.9149959087371826
4,1,2,64,0.8576677441596985
4,1,2,80,0.7289693355560303
4,1,2,99,0.7693242430686951
4,1,2,97,0.873051643371582
4,1,2,15,1.1566591262817383
4,1,2,27,0.8226566314697266
4,1,2,13,0.48022323846817017
4,1,2,90,1.0624672174453735
4,1,2,29,0.7914620637893677
4,1,2,68,1.128115177154541
4,1,2,26,0.9596064686775208
4,1,2,37,0.8523417115211487
4,1,2,19,0.519591212272644
4,1,2,35,0.9779408574104309
4,1,2,55,0.7653628587722778
4,1,2,91,0.8573985695838928
4,1,2,43,0.9200084805488586
4,1,2,14,0.8696240782737732
4,1,2,75,0.9154340028762817
4,1,2,24,0.9718825817108154
4,1,2,59,0.4274260699748993
4,1,2,92,0.7361115217208862
4,1,2,74,1.049195647239685
4,1,2,32,0.3763093054294586
4,1,2,28,0.7790460586547852
4,1,2,77,0.8212267756462097
4,1,2,8,0.5344634652137756
4,1,2,81,0.7901934385299683
4,1,2,17,0.8935107588768005
4,1,2,87,1.0196706056594849
4,1,2,85,0.5267818570137024
4,1,2,11,0.8274726867675781
4,1,2,67,0.8841472268104553
4,1,2,34,0.8250645399093628
4,1,2,93,0.6948875188827515
4,1,2,36,0.5637316703796387
4,1,2,30,0.5100955367088318
4,1,2,16,0.7377553582191467
4,1,2,83,0.9396212100982666
4,1,2,5,0.5045384168624878
4,1,2,57,0.7986636161804199
4,1,2,48,0.5677922964096069
4,1,2,66,0.44198837876319885
4,1,2,60,0.6083290576934814
4,1,2,41,0.33831995725631714
4,1,2,47,0.5798678398132324
4,1,2,33,0.8763111233711243
4,1,2,6,0.9863647222518921
4,1,2,79,0.7918103337287903
4,1,2,76,0.8078337907791138
4,1,3,40,0.6979761719703674
4,1,3,85,0.5617109537124634
4,1,3,49,0.5641167163848877
4,1,3,24,0.6985563039779663
4,1,3,32,0.7583431005477905
4,1,3,25,0.7223711609840393
4,1,3,89,0.8299463391304016
4,1,3,68,0.8784838914871216
4,1,3,15,0.4810865521430969
4,1,3,67,0.768974244594574
4,1,3,60,0.5613858699798584
4,1,3,21,0.2913859784603119
4,1,3,11,0.7482315301895142
4,1,3,82,0.5648594498634338
4,1,3,4,0.4932522475719452
4,1,3,43,0.7300085425376892
4,1,3,34,0.6447044014930725
4,1,3,71,0.5978747606277466
4,1,3,95,0.8469757437705994
4,1,3,54,0.4552440643310547
4,1,3,16,0.5237933993339539
4,1,3,6,0.636103093624115
4,1,3,9,0.5839880704879761
4,1,3,70,0.6249106526374817
4,1,3,39,0.5382847189903259
4,1,3,20,0.7664559483528137
4,1,3,92,0.5160065293312073
4,1,3,48,0.28455260396003723
4,1,3,33,0.5420718789100647
4,1,3,77,0.6987869143486023
4,1,3,78,0.5615286231040955
4,1,3,80,0.6095101833343506
4,1,3,26,0.569449782371521
4,1,3,59,0.6271851658821106
4,1,3,31,0.6694030165672302
4,1,3,0,0.9188368916511536
4,1,3,35,0.7492133975028992
4,1,3,91,0.5358545780181885
4,1,3,65,0.35627174377441406
4,1,3,7,0.836980938911438
4,1,3,57,0.8338387608528137
4,1,3,23,0.3232141435146332
4,1,3,52,0.7444552183151245
4,1,3,58,0.48955416679382324
4,1,3,75,0.5847958326339722
4,1,3,86,0.6195783019065857
4,1,3,28,1.0567878484725952
4,1,3,22,0.6011061072349548
4,1,3,2,0.6965463161468506
4,1,3,37,0.5894908308982849
4,1,3,55,0.6109658479690552
4,1,3,62,0.6206573843955994
4,1,3,73,0.6241790652275085
4,1,3,76,0.5804975032806396
4,1,3,14,0.6829062700271606
4,1,3,94,0.6726579070091248
4,1,3,63,0.26469284296035767
4,1,3,42,0.6143393516540527
4,1,3,27,2.3402130603790283
4,1,3,29,1.0614919662475586
4,1,3,47,0.5625370740890503
4,1,3,5,0.5316137075424194
4,1,3,3,0.5747305750846863
4,1,3,10,0.6737517714500427
4,1,3,97,0.49837592244148254
4,1,3,38,0.6178136467933655
4,1,3,44,0.5753231644630432
4,1,3,61,0.6999773383140564
4,1,3,87,0.725845456123352
4,1,3,69,0.5040804147720337
4,1,3,93,0.7783553004264832
4,1,3,74,1.441315770149231
4,1,3,56,0.42207419872283936
4,1,3,17,0.7759383916854858
4,1,3,83,0.7392564415931702
4,1,3,99,1.0713821649551392
4,1,3,64,0.5710373520851135
4,1,3,98,0.5765870213508606
4,1,3,53,0.6807043552398682
4,1,3,66,0.554490864276886
4,1,3,1,0.6820394396781921
4,1,3,50,0.7867240309715271
4,1,3,46,0.7534971833229065
4,1,3,30,0.31599244475364685
4,1,3,81,0.5778172016143799
4,1,3,12,0.48822692036628723
4,1,3,84,0.7581731081008911
4,1,3,8,0.6635642051696777
4,1,3,72,0.7951443195343018
4,1,3,90,0.940612256526947
4,1,3,41,0.49239540100097656
4,1,3,88,0.6282994747161865
4,1,3,45,0.8115311861038208
4,1,3,18,0.5229356288909912
4,1,3,51,1.4512405395507812
4,1,3,96,0.892784059047699
4,1,3,79,0.6208091378211975
4,1,3,19,0.48212963342666626
4,1,3,36,0.8409261703491211
4,1,3,13,0.7242845892906189
4,1,4,31,0.43262171745300293
4,1,4,12,0.38060474395751953
4,1,4,79,0.6354077458381653
4,1,4,48,0.2665960490703583
4,1,4,32,0.31585007905960083
4,1,4,78,0.5925371050834656
4,1,4,44,0.29574504494667053
4,1,4,22,0.5965759754180908
4,1,4,51,0.6005309224128723
4,1,4,6,0.6617683172225952
4,1,4,59,0.5047591924667358
4,1,4,4,0.5063712000846863
4,1,4,99,1.16935396194458
4,1,4,66,0.4461868703365326
4,1,4,41,0.7011732459068298
4,1,4,37,0.7200733423233032
4,1,4,45,0.693432629108429
4,1,4,68,0.9331725239753723
4,1,4,19,0.4283585250377655
4,1,4,65,0.4879678785800934
4,1,4,70,0.5124223828315735
4,1,4,67,0.6549336314201355
4,1,4,60,0.5597906112670898
4,1,4,11,0.7143375873565674
4,1,4,27,0.43525055050849915
4,1,4,53,0.6250938177108765
4,1,4,92,0.501737117767334
4,1,4,54,0.4226419925689697
4,1,4,17,0.6582484841346741
4,1,4,87,0.5177388787269592
4,1,4,16,0.5057858824729919
4,1,4,14,0.6518765687942505
4,1,4,28,0.9164019227027893
4,1,4,89,0.7303797006607056
4,1,4,9,0.5498424768447876
4,1,4,52,0.5713155269622803
4,1,4,69,0.3770253360271454
4,1,4,18,0.6211757659912109
4,1,4,3,0.6587254405021667
4,1,4,0,0.7320220470428467
4,1,4,5,0.36319097876548767
4,1,4,94,0.6757233142852783
4,1,4,86,0.5870032906532288
4,1,4,98,0.4405330717563629
4,1,4,76,0.6096985936164856
4,1,4,81,0.6717820167541504
4,1,4,74,0.6081993579864502
4,1,4,77,0.5002853870391846
4,1,4,2,0.5990301370620728
4,1,4,38,0.918491780757904
4,1,4,34,0.667308509349823
4,1,4,72,0.5560744404792786
4,1,4,50,0.6563861966133118
4,1,4,71,0.45678216218948364
4,1,4,85,0.46845802664756775
4,1,4,62,0.569322407245636
4,1,4,21,0.20557484030723572
4,1,4,40,0.5520147085189819
4,1,4,36,0.5036786794662476
4,1,4,25,0.7897433638572693
4,1,4,80,0.6422349810600281
4,1,4,58,0.3291628658771515
4,1,4,13,0.35237428545951843
4,1,4,20,0.7047371864318848
4,1,4,10,0.5563132762908936
4,1,4,29,0.5145532488822937
4,1,4,64,0.6340545415878296
4,1,4,26,0.5735884308815002
4,1,4,30,0.4501986503601074
4,1,4,96,0.6705465316772461
4,1,4,83,0.6007053256034851
4,1,4,61,0.5762172341346741
4,1,4,55,0.45374244451522827
4,1,4,8,0.4592180550098419
4,1,4,95,0.6840322613716125
4,1,4,43,0.7567972540855408
4,1,4,42,0.6858867406845093
4,1,4,49,0.46646061539649963
4,1,4,82,0.6551089286804199
4,1,4,56,0.5342965722084045
4,1,4,97,0.5129466652870178
4,1,4,7,0.7481311559677124
