experiment_id,experiment_run,round,client_id,fid
2,1,1,15,0.7285608925674636
2,1,1,0,0.7455082248737562
2,1,1,18,0.7505980888177881
2,1,1,20,0.8023563036894821
2,1,1,2,0.7788155113967197
2,1,1,21,0.7107817125180913
2,1,1,10,0.8715556174089946
2,1,1,13,0.6685189206576142
2,1,1,7,0.8068170370975418
2,1,1,9,0.813605360282692
2,1,1,19,0.8229107299550696
2,1,1,24,0.7669148109087167
2,1,1,16,0.8186689912792999
2,1,1,3,0.8441345393091351
2,1,1,22,0.6316739298153531
2,1,1,12,0.8320005598934715
2,1,1,23,0.5694980448904711
2,1,1,5,0.7695064781721903
2,1,1,4,0.7884033981273824
2,1,1,17,0.651817817596356
2,1,1,6,0.7755174558612514
2,1,1,1,0.81481517625582
2,1,1,8,0.8110445511970743
2,1,1,11,0.838183600184893
2,1,1,14,0.845628163855956
2,1,2,6,0.5558525859211304
2,1,2,8,0.5994769011756917
2,1,2,7,0.5697615359454573
2,1,2,19,0.5903324228024674
2,1,2,23,0.4430089128614954
2,1,2,14,0.5833592560948158
2,1,2,9,0.5865373856296143
2,1,2,5,0.6729075675969163
2,1,2,10,0.6305212776144944
2,1,2,24,0.5342619365120371
2,1,2,2,0.5876522617227935
2,1,2,15,0.542533101773368
2,1,2,20,0.6082935561895084
2,1,2,0,0.5239019402728962
2,1,2,4,0.6045753982981336
2,1,2,21,0.5002796449461746
2,1,2,11,0.6118001934028177
2,1,2,17,0.46653532910227097
2,1,2,16,0.6006321925934387
2,1,2,13,0.574904966916732
2,1,2,12,0.5814241943879883
2,1,2,22,0.4527389445006803
2,1,2,1,0.6220400703486337
2,1,2,3,0.5997213369905546
2,1,2,18,0.6737260791515545
2,1,3,3,0.3930212616018238
2,1,3,22,0.2665144140618853
2,1,3,20,0.42424896382721966
2,1,3,14,0.41359422829507114
2,1,3,0,0.36883912484878323
2,1,3,18,0.46018359939931724
2,1,3,13,0.3665081923023089
2,1,3,11,0.47520360558020835
2,1,3,9,0.4007053141512687
2,1,3,21,0.39216388397743834
2,1,3,16,0.45653633510413694
2,1,3,8,0.42490746589896117
2,1,3,15,0.3398859162918431
2,1,3,5,0.37395607632815
2,1,3,17,0.32551979592545727
2,1,3,4,0.38330249171956865
2,1,3,1,0.4533121180126608
2,1,3,12,0.368309631118485
2,1,3,2,0.417788477572375
2,1,3,19,0.39224901552155245
2,1,3,24,0.35820546817082655
2,1,3,10,0.45334719376678545
2,1,3,23,0.3640736679032629
2,1,3,6,0.37267983060575605
2,1,3,7,0.402355955846358
2,1,4,23,0.17977243729603187
2,1,4,16,0.23992665834037705
2,1,4,15,0.2558248768202854
2,1,4,14,0.23539823690498646
2,1,4,4,0.28209087601224436
2,1,4,20,0.24278747860498534
2,1,4,1,0.13821766872900693
2,1,4,3,0.1983781425473045
2,1,4,2,0.3212807602399865
2,1,4,5,0.3024322035404001
2,1,4,18,0.2462947363309621
2,1,4,8,0.17031613845303264
2,1,4,7,0.2844083461731821
2,1,4,9,0.21556389178887686
2,1,4,13,0.328226429174419
2,1,4,21,0.24412467101263496
2,1,4,11,0.2698637141535182
2,1,4,10,0.2047241115597771
2,1,4,19,0.3106307377018355
2,1,4,6,0.26459634460342024
2,1,4,0,0.24670008902686774
2,1,4,24,0.24035921202166613
2,1,4,17,0.20182374042630175
2,1,4,12,0.2440758381587418
2,1,4,22,0.22278291914722412
2,1,5,20,0.21117454304890432
2,1,5,5,0.15539870540183262
2,1,5,4,0.16421651770186624
2,1,5,15,0.15283973725638472
2,1,5,17,0.15653481460298235
2,1,5,1,0.1207378018067152
2,1,5,2,0.21279217304301612
2,1,5,0,0.1635446363706441
2,1,5,24,0.13413152481754798
2,1,5,16,0.16819871327519426
2,1,5,3,0.13493064690787743
2,1,5,12,0.20546795634718007
2,1,5,11,0.19071127572313148
2,1,5,22,0.19250557843871435
2,1,5,10,0.19676123714101446
2,1,5,23,0.16718013878895346
2,1,5,18,0.18445750362779986
2,1,5,21,0.20193980323772548
2,1,5,9,0.14115184133040853
2,1,5,8,0.10518184338850212
2,1,5,14,0.16879820097132753
2,1,5,13,0.20835427835212547
2,1,5,7,0.2041637999670035
2,1,5,19,0.16353396689302274
2,1,5,6,0.16448628434230522
2,1,6,19,0.1391712009322595
2,1,6,11,0.15183866357758247
2,1,6,4,0.16294248181016485
2,1,6,24,0.14092089571962044
2,1,6,2,0.18267457465478731
2,1,6,21,0.19135164590796516
2,1,6,1,0.07337098728887885
2,1,6,6,0.1639331144017988
2,1,6,15,0.13477494700900144
2,1,6,10,0.1585969782392923
2,1,6,7,0.19212866788688518
2,1,6,13,0.2027450267087819
2,1,6,17,0.15325827107226778
2,1,6,12,0.16939135594422078
2,1,6,18,0.16173251609678319
