experiment_id,experiment_run,round,client_id,mmd
2,1,1,15,0.3915095329284668
2,1,1,0,0.39532697200775146
2,1,1,18,0.37970077991485596
2,1,1,20,0.3563518524169922
2,1,1,2,0.38180696964263916
2,1,1,21,0.4200786352157593
2,1,1,10,0.39138221740722656
2,1,1,13,0.3886469602584839
2,1,1,7,0.38692009449005127
2,1,1,9,0.36020994186401367
2,1,1,19,0.35979247093200684
2,1,1,24,0.3490636348724365
2,1,1,16,0.3661825656890869
2,1,1,3,0.36529743671417236
2,1,1,22,0.40413618087768555
2,1,1,12,0.37749576568603516
2,1,1,23,0.43183231353759766
2,1,1,5,0.37363290786743164
2,1,1,4,0.3657180070877075
2,1,1,17,0.41197896003723145
2,1,1,6,0.3927297592163086
2,1,1,1,0.40203046798706055
2,1,1,8,0.37643420696258545
2,1,1,11,0.3788360357284546
2,1,1,14,0.36123573780059814
2,1,2,6,0.2925297021865845
2,1,2,8,0.26188385486602783
2,1,2,7,0.28452932834625244
2,1,2,19,0.25508129596710205
2,1,2,23,0.3533966541290283
2,1,2,14,0.2583881616592407
2,1,2,9,0.2555428743362427
2,1,2,5,0.3515748977661133
2,1,2,10,0.2913687229156494
2,1,2,24,0.2238457202911377
2,1,2,2,0.29367852210998535
2,1,2,15,0.2927091121673584
2,1,2,20,0.28681397438049316
2,1,2,0,0.27696895599365234
2,1,2,4,0.2706102132797241
2,1,2,21,0.2885293960571289
2,1,2,11,0.2725867033004761
2,1,2,17,0.3016664981842041
2,1,2,16,0.28626275062561035
2,1,2,13,0.336566686630249
2,1,2,12,0.2606215476989746
2,1,2,22,0.2985426187515259
2,1,2,1,0.33507370948791504
2,1,2,3,0.276047945022583
2,1,2,18,0.31957077980041504
2,1,3,3,0.1760784387588501
2,1,3,22,0.16749906539916992
2,1,3,20,0.1916295289993286
2,1,3,14,0.17833757400512695
2,1,3,0,0.2252645492553711
2,1,3,18,0.2404090166091919
2,1,3,13,0.22843420505523682
2,1,3,11,0.22114801406860352
2,1,3,9,0.17602062225341797
2,1,3,21,0.2270667552947998
2,1,3,16,0.2062218189239502
2,1,3,8,0.1885145902633667
2,1,3,15,0.2021263837814331
2,1,3,5,0.19958126544952393
2,1,3,17,0.23005259037017822
2,1,3,4,0.17902326583862305
2,1,3,1,0.2342463731765747
2,1,3,12,0.17192304134368896
2,1,3,2,0.21123898029327393
2,1,3,19,0.17222332954406738
2,1,3,24,0.15331804752349854
2,1,3,10,0.21035635471343994
2,1,3,23,0.2930041551589966
2,1,3,6,0.1979445219039917
2,1,3,7,0.20142745971679688
2,1,4,23,0.1389603614807129
2,1,4,16,0.09919416904449463
2,1,4,15,0.12376761436462402
2,1,4,14,0.09146273136138916
2,1,4,4,0.11562788486480713
2,1,4,20,0.09496283531188965
2,1,4,1,0.05906319618225098
2,1,4,3,0.08258056640625
2,1,4,2,0.16503417491912842
2,1,4,5,0.15608930587768555
2,1,4,18,0.09475219249725342
2,1,4,8,0.05202066898345947
2,1,4,7,0.13256680965423584
2,1,4,9,0.09224176406860352
2,1,4,13,0.2072051763534546
2,1,4,21,0.13984215259552002
2,1,4,11,0.11977481842041016
2,1,4,10,0.08698749542236328
2,1,4,19,0.1429654359817505
2,1,4,6,0.13076567649841309
2,1,4,0,0.11411881446838379
2,1,4,24,0.10893011093139648
2,1,4,17,0.1255730390548706
2,1,4,12,0.10371124744415283
2,1,4,22,0.14108014106750488
2,1,5,20,0.10211050510406494
2,1,5,5,0.07310092449188232
2,1,5,4,0.06393074989318848
2,1,5,15,0.06853675842285156
2,1,5,17,0.09412562847137451
2,1,5,1,0.04459714889526367
2,1,5,2,0.10268247127532959
2,1,5,0,0.07738173007965088
2,1,5,24,0.049950480461120605
2,1,5,16,0.05312299728393555
2,1,5,3,0.04216325283050537
2,1,5,12,0.08964741230010986
2,1,5,11,0.07964849472045898
2,1,5,22,0.1204991340637207
2,1,5,10,0.0811086893081665
2,1,5,23,0.12947344779968262
2,1,5,18,0.0721120834350586
2,1,5,21,0.11207664012908936
2,1,5,9,0.05954921245574951
2,1,5,8,0.028706789016723633
2,1,5,14,0.050096750259399414
2,1,5,13,0.13116121292114258
2,1,5,7,0.07853364944458008
2,1,5,19,0.06558263301849365
2,1,5,6,0.0640115737915039
2,1,6,19,0.052565932273864746
2,1,6,11,0.05523061752319336
2,1,6,4,0.06278085708618164
2,1,6,24,0.05699455738067627
2,1,6,2,0.08963584899902344
2,1,6,21,0.10676586627960205
2,1,6,1,0.02545750141143799
2,1,6,6,0.06376469135284424
