experiment_id,experiment_run,round,global_accuracy
2,1,0,0.0997
2,1,1,0.2781
2,1,2,0.5123
2,1,3,0.7876
2,1,4,0.8626
2,1,5,0.8723
2,1,6,0.8831
2,1,7,0.8864
2,1,8,0.8888
2,1,9,0.892
2,1,10,0.8919
